,응답자ID,조사시작일자,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,중국여행관심값,일본여행관심값,홍콩마카오여행관심값,동남아시아여행관심값,중동서남아시아여행관심값,미국캐나다여행관심값,남미중남미여행관심값,서유럽북유럽여행관심값,동유럽여행관심값,남유럽여행관심값,남태평양여행관심값,아프리카여행관심값
280,53342265,20230904,F,40,충청북도,4.0,2,4,4,4,2,2,2,2,2,3,2,2
281,53364176,20230904,F,40,충청북도,4.0,1,1,4,3,1,2,1,2,1,1,2,1
282,53342861,20230904,F,30,경기도,1.0,3,3,3,3,3,1,3,3,3,3,3,1
283,53348419,20230904,F,30,경기도,3.0,2,1,2,5,5,3,1,3,3,1,4,1
284,53357947,20230904,F,30,경기도,3.0,2,3,4,5,2,3,3,4,4,3,4,2
285,53344080,20230904,F,30,경기도,3.0,1,5,3,5,3,4,3,3,3,3,4,3
286,53346790,20230904,F,30,경기도,2.0,2,1,3,2,1,5,3,4,5,5,4,4
287,53339664,20230904,F,30,충청남도(세종시 포함),2.0,2,3,3,1,1,3,1,4,4,3,4,1
288,53373052,20230904,F,30,충청남도(세종시 포함),3.0,1,3,3,2,3,3,2,3,3,2,4,2
289,53325502,20230904,F,30,충청남도(세종시 포함),2.0,3,4,3,4,3,3,3,3,3,3,3,3
290,53376254,20230904,F,30,전라북도,2.0,1,3,3,4,3,3,3,3,3,3,3,3
291,53376728,20230904,F,30,전라북도,4.0,1,3,3,3,1,3,1,4,3,3,4,1
292,53372314,20230904,F,20,서울특별시,2.0,1,1,3,4,2,2,3,4,4,5,4,2
293,53323037,20230904,F,20,서울특별시,4.0,1,1,1,1,1,1,4,5,4,5,5,5
294,53328204,20230904,F,20,서울특별시,1.0,3,4,3,5,3,3,2,2,2,2,4,3
295,53324419,20230904,F,20,서울특별시,3.0,1,5,4,3,4,3,3,4,4,4,4,3
296,53338552,20230904,F,20,서울특별시,3.0,3,5,5,4,4,5,4,4,5,5,5,1
297,53373836,20230904,M,60,경기도,3.0,3,3,3,3,2,4,3,4,2,3,3,3
298,53375210,20230904,M,60,경기도,4.0,2,5,2,5,2,3,2,3,2,2,3,2
299,53349252,20230904,M,60,경기도,1.0,1,5,2,3,2,3,2,5,4,5,4,2
300,53374209,20230904,M,60,경기도,1.0,4,3,2,5,3,3,3,2,3,2,3,2
301,53335891,20230904,M,60,강원도,3.0,2,2,2,4,2,2,3,2,2,2,3,2
302,53354755,20230904,M,50,서울특별시,2.0,2,3,3,4,2,2,2,2,2,3,3,2
303,53322432,20230904,M,50,서울특별시,2.0,3,3,3,4,2,3,2,4,3,3,3,2
304,53323082,20230904,M,50,서울특별시,4.0,3,3,3,3,4,3,4,4,4,4,3,3
305,53324257,20230904,M,50,서울특별시,3.0,2,4,2,3,2,4,2,4,5,5,4,4
306,53364994,20230904,M,50,서울특별시,3.0,2,2,2,3,2,2,2,2,1,2,2,1
307,53337263,20230904,M,50,서울특별시,4.0,1,5,1,5,4,5,5,3,3,4,5,1
308,53326610,20230904,M,50,대구광역시,3.0,1,1,1,1,1,2,1,1,1,1,1,1
309,53328699,20230904,M,50,대구광역시,4.0,3,2,3,4,5,5,4,5,5,5,4,3
310,53354869,20230904,M,40,경기도,1.0,1,2,2,4,1,2,1,4,2,4,4,1
311,53327877,20230904,M,40,경기도,2.0,3,3,3,5,1,3,1,3,1,3,4,1
312,53368399,20230904,M,40,경기도,3.0,2,3,4,3,3,3,3,4,3,4,3,3
313,53364996,20230904,M,40,경기도,4.0,1,1,2,2,3,4,3,4,4,3,4,1
314,53352732,20230904,M,40,경기도,4.0,2,3,3,4,1,4,3,4,3,3,3,3
315,53334499,20230904,M,40,경기도,1.0,2,3,1,5,3,4,3,3,3,2,3,2
316,53364396,20230904,M,40,경기도,4.0,3,3,3,4,3,3,3,4,4,4,3,3
317,53343789,20230904,M,40,경기도,2.0,1,1,1,3,1,1,1,1,1,1,3,1
318,53347046,20230904,M,40,충청북도,4.0,1,3,1,2,1,4,1,4,3,3,5,1
319,53339868,20230904,M,30,경기도,3.0,1,5,3,5,3,3,3,3,3,3,3,1
320,53335889,20230904,M,30,경기도,2.0,2,4,2,2,3,4,2,4,3,2,3,1
321,53358512,20230904,M,30,경기도,3.0,1,4,3,1,1,5,1,5,3,5,4,1
322,53350527,20230904,M,30,경기도,1.0,1,1,1,1,1,1,1,1,1,1,1,1
323,53356512,20230904,M,30,경기도,3.0,1,2,1,1,1,1,2,3,1,1,1,1
324,53349744,20230904,M,30,서울특별시,2.0,3,3,4,4,3,3,3,4,4,4,4,3
325,53373722,20230904,M,30,서울특별시,1.0,1,1,1,1,1,1,1,1,1,1,1,1
326,53374588,20230904,M,30,서울특별시,4.0,1,4,4,1,1,5,1,5,5,2,3,1
327,53323771,20230904,M,30,서울특별시,3.0,5,4,4,5,3,4,5,4,4,5,3,3
328,53347570,20230904,M,30,서울특별시,4.0,1,1,5,5,3,3,3,5,5,3,5,2
329,53370012,20230904,M,30,서울특별시,4.0,1,3,4,3,2,4,3,3,1,2,4,2
330,462632,20230904,M,20,경기도,4.0,1,3,2,2,2,4,1,4,2,2,3,1
331,395492,20230904,M,20,경기도,2.0,1,2,3,4,2,3,1,3,3,3,3,1
332,275115,20230904,M,20,경기도,4.0,1,3,3,3,3,3,3,3,3,3,3,3
333,466828,20230904,M,20,경기도,3.0,1,1,1,4,1,5,1,5,4,4,3,1
334,466622,20230904,M,20,대전광역시,1.0,2,2,5,5,2,4,5,4,5,4,4,2
335,465282,20230904,M,20,대전광역시,4.0,4,5,3,5,3,5,4,5,3,4,5,3
336,323309,20230904,F,20,충청남도(세종시 포함),1.0,1,3,3,3,3,3,3,3,3,3,3,3
337,348124,20230904,M,20,전라남도,2.0,3,3,2,3,2,3,3,3,3,3,4,3
338,380583,20230904,M,20,전라남도,2.0,1,5,3,4,1,4,2,3,4,5,4,2
339,407377,20230904,M,20,부산광역시,1.0,1,4,4,4,4,4,4,4,4,4,4,1
340,424422,20230904,M,20,서울특별시,1.0,2,4,2,2,2,3,3,2,2,5,2,2
341,446599,20230904,M,20,대구광역시,1.0,3,2,3,2,2,3,3,3,2,2,2,2
342,451630,20230904,M,20,대구광역시,1.0,3,3,5,4,3,3,3,4,5,5,4,3
343,451728,20230904,M,20,경상북도,4.0,1,3,1,4,3,3,5,3,5,4,5,5
344,451861,20230904,M,20,전라북도,2.0,2,4,3,3,2,4,2,5,3,4,3,1
345,454743,20230904,M,20,부산광역시,1.0,5,5,5,4,2,3,5,4,5,2,5,4
346,464887,20230904,M,20,충청남도(세종시 포함),1.0,1,4,1,1,1,3,1,3,1,5,1,1
347,465871,20230904,M,20,부산광역시,3.0,4,5,2,4,4,4,2,3,4,5,5,2
348,466459,20230904,M,20,전라남도,1.0,3,4,3,3,3,3,3,3,2,3,3,2
349,53323114,20230904,M,40,서울특별시,3.0,1,1,3,2,2,4,2,4,3,4,4,3
350,53323396,20230904,M,60,서울특별시,2.0,2,3,2,2,2,3,2,2,2,2,4,2
351,53324602,20230904,M,60,서울특별시,4.0,1,3,3,3,1,4,2,4,4,4,3,1
352,53325433,20230904,M,50,대전광역시,3.0,1,2,2,3,3,3,1,3,3,3,2,1
353,53325707,20230904,F,50,부산광역시,1.0,3,1,3,2,4,4,4,5,4,4,4,4
354,53326018,20230904,F,40,경기도,3.0,1,3,2,4,1,3,1,4,3,3,5,1
355,53326310,20230904,F,50,대구광역시,2.0,2,3,2,3,2,2,2,2,2,2,2,2
356,53326442,20230904,F,40,경상남도,3.0,1,1,1,4,1,3,2,3,3,3,4,3
357,53326484,20230904,M,50,경상남도,3.0,1,1,1,1,1,1,1,1,1,1,5,1
358,53326630,20230904,M,60,경상남도,4.0,3,4,3,3,3,4,3,4,4,4,4,2
359,53326917,20230904,F,40,경기도,2.0,1,5,2,5,1,3,3,3,2,4,5,1
360,53327008,20230904,F,50,전라남도,3.0,3,3,3,3,3,3,3,3,3,3,3,3
361,53327602,20230904,M,20,인천광역시,1.0,2,3,3,2,2,4,3,3,4,4,4,2
362,53327850,20230904,M,50,경기도,3.0,1,4,2,3,2,3,2,5,4,5,3,1
363,53327988,20230904,F,40,경기도,4.0,3,5,3,2,2,3,3,4,3,4,4,3
364,53328019,20230904,F,50,대전광역시,2.0,3,5,5,3,3,3,3,3,3,4,4,3
365,53328060,20230904,M,50,충청남도(세종시 포함),3.0,3,2,4,3,4,4,3,4,4,4,4,4
366,53328150,20230904,M,40,전라남도,3.0,1,3,3,3,3,3,3,3,4,3,3,3
367,53328936,20230904,F,20,경상북도,1.0,3,1,5,4,2,3,2,4,4,4,4,1
368,53328974,20230904,M,30,인천광역시,2.0,2,5,4,4,2,5,4,4,2,4,5,1
369,53329853,20230904,F,30,서울특별시,2.0,3,4,3,3,3,3,3,4,3,3,3,3
370,53330055,20230904,M,20,울산광역시,2.0,4,2,4,2,2,2,2,1,4,2,4,4
371,53330185,20230904,F,40,경기도,2.0,3,5,4,5,4,4,4,4,4,4,4,3
372,53330759,20230904,M,40,울산광역시,3.0,1,1,3,2,3,3,2,3,4,3,4,3
373,53330903,20230904,F,40,전라북도,3.0,1,4,1,4,2,3,2,3,3,3,3,2
374,53331041,20230904,F,20,경상북도,1.0,3,4,3,4,3,3,3,3,3,4,4,3
375,53331203,20230904,F,30,인천광역시,2.0,3,2,2,4,1,4,2,4,4,4,4,3
376,53331253,20230904,M,30,대구광역시,4.0,2,3,3,3,2,4,3,2,4,2,3,3
377,53331300,20230904,M,60,부산광역시,4.0,3,4,4,3,4,3,3,3,3,3,3,3
378,53331447,20230904,M,50,경기도,2.0,2,3,2,2,2,4,2,3,3,3,3,2
379,53332063,20230904,M,40,인천광역시,2.0,3,2,4,4,3,3,3,3,3,3,3,3
380,53332119,20230904,F,50,강원도,3.0,3,1,1,2,4,3,3,5,2,5,3,2
381,53332594,20230904,F,60,부산광역시,1.0,2,2,2,3,2,2,3,3,3,3,3,2
382,53332669,20230904,F,50,인천광역시,4.0,3,5,2,3,4,5,3,3,4,3,5,4
383,53332795,20230904,M,30,경상남도,2.0,1,2,1,5,1,1,1,5,4,4,3,1
384,53333408,20230904,M,60,부산광역시,2.0,4,3,5,2,3,3,3,4,3,3,3,3
385,53333798,20230904,F,60,서울특별시,4.0,1,1,1,1,1,1,4,1,1,1,4,5
386,53333916,20230904,M,50,경기도,3.0,2,1,3,3,1,1,2,1,3,1,3,3
387,53335022,20230904,M,60,경상남도,4.0,4,4,3,4,2,2,2,3,3,3,3,2
388,53335973,20230904,F,20,대구광역시,3.0,3,5,4,4,3,3,3,4,3,4,4,3
389,53336205,20230904,M,40,부산광역시,3.0,2,4,4,5,3,3,3,3,3,3,4,3
390,53336413,20230904,F,60,경상북도,3.0,3,3,2,3,2,4,2,2,3,3,2,1
391,53336821,20230904,F,40,강원도,4.0,2,4,2,4,3,3,2,3,3,4,4,2
392,53337291,20230904,F,30,충청북도,2.0,3,3,1,4,3,2,3,2,1,2,5,3
393,53337622,20230904,M,40,대구광역시,2.0,3,3,3,3,2,5,3,4,3,2,4,1
394,53337797,20230904,F,40,경기도,4.0,1,3,2,5,1,4,3,4,2,5,4,1
395,53338016,20230904,F,50,전라북도,2.0,1,1,5,5,2,2,2,5,5,5,5,3
396,53338199,20230904,M,40,대전광역시,3.0,3,4,4,4,1,4,3,4,4,3,4,3
397,53339675,20230904,M,60,부산광역시,4.0,1,3,2,3,4,3,4,4,4,4,4,1
398,53339791,20230904,F,50,경상남도,3.0,1,2,1,1,1,2,3,3,4,3,3,1
399,53339844,20230904,M,50,경기도,3.0,3,3,4,4,3,3,3,3,4,2,4,4
400,53339998,20230904,M,40,서울특별시,3.0,1,5,2,2,2,2,4,4,5,5,5,4
401,53340085,20230904,M,60,서울특별시,3.0,2,2,2,3,4,3,4,5,3,5,3,3
402,53340327,20230904,M,20,광주광역시,1.0,3,3,3,3,3,3,3,3,3,3,3,3
403,53340499,20230904,F,60,강원도,4.0,3,2,3,3,1,4,3,3,3,4,4,3
404,53340650,20230904,F,40,경상북도,1.0,2,3,2,3,2,3,3,3,2,3,3,2
405,53340715,20230904,M,50,울산광역시,3.0,2,1,3,3,2,4,2,3,4,4,3,2
406,53341018,20230904,F,20,광주광역시,4.0,2,4,3,3,3,3,3,1,3,3,3,3
407,53341891,20230904,F,20,경기도,1.0,2,4,3,5,1,3,3,3,3,2,3,1
408,53341992,20230904,F,20,울산광역시,1.0,1,3,4,3,3,3,4,5,5,4,3,3
409,53342528,20230904,F,20,경기도,1.0,1,5,3,1,1,3,1,4,5,4,3,1
410,53342823,20230904,F,40,경기도,3.0,2,3,3,4,3,4,4,4,3,4,4,2
411,53343549,20230904,F,60,경상남도,1.0,3,2,3,4,3,4,3,4,3,3,4,2
412,53343850,20230904,F,20,제주도,1.0,1,4,4,4,1,4,3,3,2,4,4,1
413,53343995,20230904,M,30,전라남도,3.0,3,3,3,3,3,3,3,3,3,3,3,3
414,53344044,20230904,M,60,대구광역시,4.0,2,2,3,4,4,4,3,3,3,3,3,3
415,53344138,20230904,F,30,경상북도,3.0,1,1,4,3,1,2,3,1,2,3,3,1
416,53344497,20230904,M,30,강원도,3.0,3,1,3,2,3,3,3,3,3,3,3,3
417,53344498,20230904,F,20,전라남도,3.0,2,3,3,4,2,3,3,4,3,4,4,2
418,53344566,20230904,M,30,대구광역시,2.0,3,3,3,3,3,3,3,3,3,3,3,3
419,53345057,20230904,M,50,강원도,4.0,3,3,3,3,3,4,4,3,3,3,4,3
420,53345709,20230904,M,60,울산광역시,1.0,1,1,1,1,1,5,1,4,4,4,3,1
421,53346521,20230904,M,50,경기도,1.0,1,4,3,2,1,3,2,3,2,1,4,1
422,53347347,20230904,M,30,전라북도,4.0,2,3,4,4,2,3,2,2,3,3,4,1
423,53347427,20230904,M,50,충청남도(세종시 포함),4.0,1,2,2,3,2,3,4,4,4,4,4,2
424,53347518,20230904,F,30,인천광역시,3.0,1,4,5,4,1,3,1,5,1,1,2,1
425,53348237,20230904,M,30,전라북도,3.0,1,3,3,3,1,3,1,3,3,3,3,3
426,53348294,20230904,F,20,충청남도(세종시 포함),1.0,3,4,4,4,3,5,3,5,4,4,4,3
427,53348511,20230904,M,30,부산광역시,4.0,1,5,4,1,1,5,1,3,3,1,4,1
428,53348559,20230904,M,40,서울특별시,2.0,1,5,1,1,1,5,1,5,1,1,1,1
429,53348860,20230904,F,40,대구광역시,1.0,2,5,4,5,1,2,2,4,4,4,3,1
430,53351342,20230904,F,60,광주광역시,4.0,1,1,3,1,3,4,1,4,4,4,5,1
431,53352658,20230904,F,40,경기도,4.0,1,4,1,2,1,4,1,3,3,4,3,1
432,53352713,20230904,F,50,충청북도,3.0,1,1,1,1,3,3,3,2,3,4,3,1
433,53352781,20230904,F,30,경상남도,2.0,1,2,3,3,1,3,3,3,3,3,3,1
434,53353419,20230904,M,50,부산광역시,2.0,1,1,1,1,1,1,1,1,1,1,1,1
435,53353424,20230904,F,30,경상남도,2.0,4,2,4,4,4,5,4,5,4,4,4,4
436,53353818,20230904,F,40,울산광역시,4.0,1,1,3,3,2,5,3,5,5,5,4,3
437,53353848,20230904,F,30,서울특별시,2.0,3,5,5,5,4,3,3,4,4,4,4,3
438,53353855,20230904,F,60,대구광역시,4.0,3,4,4,4,3,3,3,3,3,3,3,3
439,53354186,20230904,F,30,인천광역시,3.0,3,4,4,4,3,4,4,3,4,3,4,3
440,53355960,20230904,F,20,대구광역시,2.0,4,4,4,4,3,3,3,3,3,3,4,3
441,53356453,20230904,F,40,경기도,4.0,1,3,4,3,3,4,1,5,3,2,4,3
442,53356631,20230904,M,50,인천광역시,4.0,3,4,3,4,3,3,3,3,3,3,3,3
443,53356930,20230904,F,40,경기도,3.0,2,4,4,3,3,3,3,3,3,2,3,2
444,53357043,20230904,M,50,경기도,4.0,3,3,3,4,3,4,3,4,4,4,4,3
445,53357048,20230904,F,20,경기도,2.0,2,4,4,4,3,4,3,3,3,3,4,3
446,53357199,20230904,F,30,서울특별시,3.0,1,1,3,4,4,4,3,4,4,5,4,2
447,53357261,20230904,F,20,부산광역시,3.0,3,1,2,4,3,4,2,5,5,5,4,1
448,53357435,20230904,F,60,인천광역시,2.0,2,3,4,4,2,3,3,4,3,4,3,2
449,53357563,20230904,M,40,전라북도,2.0,3,4,3,4,3,3,3,3,3,3,3,3
450,53360013,20230904,M,60,울산광역시,2.0,4,5,5,4,4,5,4,5,5,5,5,4
451,53360203,20230904,F,40,울산광역시,3.0,2,1,3,4,2,4,2,5,5,5,5,1
452,53360440,20230904,F,60,부산광역시,1.0,4,5,5,4,4,5,4,5,5,4,5,4
453,53360885,20230904,M,60,전라북도,4.0,3,3,3,4,3,4,3,4,3,3,4,3
454,53361346,20230904,M,50,경기도,4.0,1,5,1,1,1,5,4,5,1,4,5,4
455,53361380,20230904,F,20,경기도,3.0,2,3,2,5,2,2,3,5,3,4,4,2
456,53362600,20230904,M,50,인천광역시,3.0,3,3,3,3,3,4,4,4,4,4,5,5
457,53363030,20230904,M,40,서울특별시,1.0,1,1,3,4,1,2,1,2,2,2,4,1
458,53363282,20230904,F,30,인천광역시,3.0,3,4,4,4,3,4,3,3,3,3,4,3
459,53363692,20230904,F,40,경상남도,2.0,3,5,4,5,4,4,4,4,4,4,4,4
460,53364102,20230904,F,40,경기도,3.0,3,5,5,4,2,5,4,5,5,4,5,2
461,53364570,20230904,F,60,충청북도,1.0,3,2,3,3,5,3,3,5,5,3,3,3
462,53365661,20230904,F,60,강원도,2.0,2,3,2,3,3,4,1,2,2,2,4,1
463,53365833,20230904,M,40,서울특별시,4.0,2,4,3,3,3,3,3,3,3,3,4,3
464,53366042,20230904,M,60,서울특별시,4.0,1,5,3,1,3,5,3,4,3,4,4,4
465,53366158,20230904,M,40,충청남도(세종시 포함),3.0,2,3,2,2,3,3,3,3,3,2,2,2
466,53366401,20230904,F,30,대전광역시,3.0,1,3,4,4,3,4,3,4,4,5,4,3
467,53366466,20230904,F,40,충청남도(세종시 포함),4.0,1,5,2,2,5,5,5,5,5,5,5,5
468,53366751,20230904,F,20,경상남도,1.0,2,3,3,3,1,4,3,5,3,4,4,3
469,53366833,20230904,M,30,경상남도,3.0,1,5,4,5,4,4,3,4,3,4,4,3
470,53366994,20230904,F,60,전라북도,4.0,3,3,5,4,2,4,3,5,4,5,5,3
471,53367768,20230904,M,40,서울특별시,4.0,2,1,3,3,2,3,2,3,3,3,3,1
472,53367862,20230904,F,20,경기도,1.0,2,5,3,5,3,5,5,5,3,3,5,2
473,53367966,20230904,M,30,경상남도,2.0,2,3,3,3,1,5,3,5,5,4,3,1
474,53368318,20230904,F,20,부산광역시,4.0,2,4,3,4,3,2,3,4,3,2,4,3
475,53368875,20230904,F,60,충청남도(세종시 포함),3.0,3,1,3,3,3,3,2,3,4,3,4,3
476,53369535,20230904,F,30,경상북도,1.0,2,4,3,4,3,3,3,3,3,3,3,3
477,53370201,20230904,F,30,부산광역시,1.0,4,4,4,4,4,4,4,4,4,4,4,4
478,53371309,20230904,M,50,경기도,4.0,2,2,2,4,3,3,3,3,3,3,3,3
479,53371526,20230904,M,50,대전광역시,4.0,2,4,4,5,5,5,5,5,5,5,4,4
480,53371783,20230904,F,40,경상북도,3.0,1,4,4,4,2,3,3,4,4,4,5,2
481,53372399,20230904,M,50,경기도,3.0,1,1,5,3,1,1,1,1,1,1,2,1
482,53373923,20230904,M,40,인천광역시,4.0,1,2,2,3,2,4,3,4,3,4,4,3
483,53374050,20230904,F,50,전라북도,1.0,1,1,1,1,1,1,1,1,1,1,1,1
484,53374183,20230904,M,50,경상남도,3.0,2,3,4,4,3,3,2,4,4,4,2,1
485,53374228,20230904,F,20,대전광역시,2.0,3,1,2,3,3,3,3,3,3,3,3,2
486,53374384,20230904,F,60,인천광역시,3.0,3,4,3,4,4,3,3,5,4,4,2,1
487,53374406,20230904,M,50,광주광역시,2.0,1,1,2,1,2,3,2,3,4,3,3,1
488,53374474,20230904,F,60,인천광역시,4.0,1,4,3,2,3,4,4,4,4,4,4,3
489,53374753,20230904,M,40,인천광역시,3.0,4,5,4,3,4,4,4,5,3,4,4,3
490,53374988,20230904,F,20,충청북도,3.0,1,4,3,4,2,3,1,3,3,3,4,3
491,53375185,20230904,F,30,서울특별시,1.0,2,1,4,4,2,3,3,5,2,4,4,3
492,53375742,20230904,M,50,대전광역시,3.0,3,3,3,4,3,5,5,4,4,4,4,3
493,53376499,20230904,F,40,제주도,3.0,3,4,3,3,3,4,4,3,3,3,4,3
494,53376631,20230904,M,50,인천광역시,4.0,3,4,4,4,3,3,3,3,3,3,3,3
495,53376819,20230904,M,50,부산광역시,3.0,3,1,3,3,1,3,3,3,3,3,3,3
496,53377132,20230904,F,60,서울특별시,3.0,1,2,2,2,5,2,4,3,5,4,3,4
497,53377280,20230904,M,60,서울특별시,2.0,1,3,3,4,2,3,4,3,3,3,3,2
498,53377338,20230904,M,60,서울특별시,2.0,1,2,2,1,3,4,4,4,3,5,4,2
499,326100,20230925,F,60,서울특별시,2.0,1,1,1,1,1,1,1,1,1,1,1,1
500,53322984,20230925,F,60,서울특별시,2.0,5,3,4,3,3,3,3,4,3,3,4,3
501,53374769,20230925,F,60,서울특별시,3.0,3,3,1,1,3,3,3,3,3,3,2,1
502,53324244,20230925,F,60,서울특별시,3.0,2,3,3,3,3,5,3,5,3,3,3,3
503,53367444,20230925,F,60,경상북도,1.0,4,4,3,3,3,2,2,3,3,3,4,2
504,53324965,20230925,F,50,서울특별시,2.0,2,2,3,4,2,4,3,5,4,3,4,2
505,53322918,20230925,F,50,서울특별시,4.0,2,5,4,4,2,2,1,2,2,2,1,1
506,406530,20230925,F,50,서울특별시,3.0,3,4,3,3,3,3,3,4,3,3,3,3
507,53329045,20230925,F,50,서울특별시,2.0,1,3,4,5,1,1,1,4,3,2,1,1
508,53339187,20230925,F,50,인천광역시,4.0,1,4,2,4,2,3,1,3,3,3,3,1
509,53350960,20230925,F,50,인천광역시,4.0,4,3,3,4,1,1,1,2,1,4,1,1
510,53375189,20230925,F,50,충청북도,2.0,1,3,2,5,2,2,2,2,2,2,4,1
511,53351690,20230925,F,40,경기도,3.0,1,1,3,3,1,4,3,3,3,4,4,1
512,53330730,20230925,F,40,경기도,3.0,2,1,3,3,3,4,3,3,3,4,3,2
513,53349528,20230925,F,40,경기도,3.0,2,1,3,3,1,3,3,3,4,4,4,2
514,53337440,20230925,F,40,경기도,3.0,3,2,3,2,2,2,3,3,4,4,4,1
515,53358590,20230925,F,40,경기도,4.0,1,4,5,5,4,4,1,5,5,5,5,2
516,53355474,20230925,F,40,경기도,3.0,1,1,4,4,1,3,5,5,5,5,5,1
517,53323026,20230925,F,40,서울특별시,2.0,3,1,1,4,1,5,2,4,4,4,3,4
518,53332537,20230925,F,40,서울특별시,3.0,3,3,3,3,3,5,3,5,5,4,4,3
519,53368981,20230925,F,40,서울특별시,2.0,1,1,3,3,1,4,1,4,3,4,1,1
520,53356587,20230925,F,40,서울특별시,3.0,2,1,4,3,4,4,4,3,3,4,4,4
521,53357705,20230925,F,40,서울특별시,4.0,1,2,3,3,4,3,3,4,4,4,3,4
522,53322767,20230925,F,40,서울특별시,4.0,3,3,4,3,3,4,3,4,4,4,4,3
523,53347664,20230925,F,40,서울특별시,3.0,1,3,4,3,2,4,3,4,3,4,4,2
524,53375535,20230925,F,40,서울특별시,2.0,1,3,3,4,3,4,3,3,3,4,3,3
525,53350255,20230925,F,40,부산광역시,3.0,1,3,3,3,5,4,4,5,5,5,4,4
526,53357864,20230925,F,40,부산광역시,2.0,1,1,2,2,2,5,3,2,4,4,5,3
527,53371599,20230925,F,40,부산광역시,2.0,1,1,1,1,1,5,4,4,4,4,3,1
528,53361738,20230925,F,40,부산광역시,3.0,4,3,4,5,2,4,4,4,3,4,4,3
529,53338020,20230925,F,40,대구광역시,3.0,1,1,3,1,1,4,1,5,3,3,1,1
530,53366015,20230925,F,40,대구광역시,3.0,4,2,3,4,3,3,3,3,3,3,3,3
531,53353462,20230925,F,40,대구광역시,4.0,4,5,3,4,4,4,3,4,3,4,5,3
532,53332622,20230925,F,30,경기도,1.0,3,2,3,4,3,3,3,3,4,4,4,3
533,53335389,20230925,F,30,경기도,4.0,3,4,3,3,3,4,4,3,3,3,4,3
534,53324434,20230925,F,30,경기도,4.0,1,4,3,4,2,3,2,4,5,4,4,2
535,53329287,20230925,F,30,경기도,2.0,3,3,3,3,3,5,3,3,3,3,3,3
536,53354550,20230925,F,30,경기도,2.0,2,2,3,3,4,3,3,4,4,3,4,3
537,53363789,20230925,F,30,서울특별시,1.0,3,4,3,4,3,4,3,4,4,3,4,3
538,53324427,20230925,F,30,서울특별시,4.0,2,3,4,4,4,4,4,4,4,4,4,3
539,53322266,20230925,F,30,서울특별시,2.0,1,2,2,3,2,4,3,5,3,4,3,4
540,53362467,20230925,F,30,울산광역시,2.0,1,4,2,3,1,3,1,4,4,4,1,1
541,53358381,20230925,F,20,경기도,3.0,1,4,4,3,1,4,3,4,3,3,5,1
542,53335844,20230925,F,20,경기도,3.0,2,4,3,4,3,3,4,3,3,4,4,2
543,53358904,20230925,F,20,경기도,4.0,2,3,4,4,2,4,4,4,4,4,4,2
544,53344037,20230925,F,20,경기도,3.0,1,5,3,5,5,3,3,5,5,3,5,3
545,53360738,20230925,F,20,경기도,2.0,1,5,3,1,1,3,3,3,1,3,3,1
546,53368195,20230925,M,60,서울특별시,4.0,4,5,2,3,3,3,4,4,4,5,4,2
547,53329165,20230925,M,60,서울특별시,4.0,2,3,1,4,4,5,5,5,5,4,5,2
548,53325315,20230925,M,60,서울특별시,1.0,3,3,3,3,3,3,3,3,3,3,3,3
549,53350508,20230925,M,60,서울특별시,3.0,1,5,1,1,4,1,1,4,4,1,1,1
550,53324642,20230925,M,60,서울특별시,3.0,2,3,3,3,3,3,3,4,3,4,3,3
551,53372914,20230925,M,60,서울특별시,3.0,2,2,2,3,3,4,3,4,4,4,4,4
552,53324661,20230925,M,60,서울특별시,4.0,3,4,3,4,3,4,2,4,4,4,3,2
553,53345535,20230925,M,60,광주광역시,4.0,1,1,3,4,4,4,3,3,3,3,4,3
554,53373402,20230925,M,50,부산광역시,4.0,3,1,4,3,4,4,3,4,4,5,5,3
555,53354190,20230925,M,50,부산광역시,3.0,2,3,2,4,2,2,2,2,2,2,3,2
556,53340959,20230925,M,50,부산광역시,3.0,3,5,3,4,3,3,3,3,3,3,4,3
557,53371827,20230925,M,50,부산광역시,2.0,3,3,3,2,3,4,4,4,4,4,4,3
558,53377072,20230925,M,50,인천광역시,1.0,1,1,3,2,3,1,4,1,3,1,1,4
559,53358096,20230925,M,50,인천광역시,4.0,1,1,3,3,4,5,4,3,3,5,5,1
560,53332286,20230925,M,50,인천광역시,3.0,2,4,2,3,3,3,3,3,3,3,4,3
561,53339763,20230925,M,50,대전광역시,4.0,3,3,3,3,3,3,3,3,3,3,3,3
562,53355260,20230925,M,50,대전광역시,3.0,2,5,2,5,3,2,3,3,3,4,3,1
563,53335071,20230925,M,50,전라북도,3.0,3,2,3,3,2,3,3,3,4,4,2,3
564,53365629,20230925,M,50,전라북도,4.0,3,2,3,4,3,2,2,3,2,2,3,2
565,53366998,20230925,M,40,경기도,3.0,3,3,3,3,3,3,3,3,3,3,3,3
566,53373802,20230925,M,40,경기도,3.0,3,4,3,4,3,3,3,4,4,4,3,3
567,53352388,20230925,M,40,경기도,3.0,2,3,3,3,2,3,3,3,4,3,4,2
568,53348983,20230925,M,40,경기도,3.0,2,5,4,3,3,4,3,4,4,4,4,3
569,53355783,20230925,M,40,경기도,3.0,2,3,2,3,2,3,2,2,4,3,4,1
570,53325661,20230925,M,40,경기도,2.0,3,4,4,4,2,3,3,3,3,3,3,2
