,응답자ID,조사시작일자,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,중국여행관심값,일본여행관심값,홍콩마카오여행관심값,동남아시아여행관심값,중동서남아시아여행관심값,미국캐나다여행관심값,남미중남미여행관심값,서유럽북유럽여행관심값,동유럽여행관심값,남유럽여행관심값,남태평양여행관심값,아프리카여행관심값
571,53328623,20230925,M,40,경기도,3.0,3,4,2,5,1,5,4,4,2,5,1,3
572,53363659,20230925,M,40,경기도,4.0,3,2,3,4,3,3,4,5,4,5,3,3
573,53331503,20230925,M,40,부산광역시,3.0,1,5,3,3,1,4,3,3,5,4,5,1
574,53344082,20230925,M,40,부산광역시,4.0,1,4,2,5,3,4,2,3,3,4,5,3
575,53349579,20230925,M,40,경상북도,3.0,3,3,3,3,3,3,3,3,3,3,3,3
576,6066,20230925,M,30,경기도,2.0,1,4,4,4,1,2,1,4,3,2,4,1
577,28065,20230925,F,60,경기도,1.0,1,2,1,2,2,1,2,2,4,2,4,1
578,28665,20230925,F,60,대전광역시,2.0,3,3,3,2,2,3,3,2,2,4,4,3
579,197794,20230925,M,20,인천광역시,2.0,4,4,4,3,1,4,2,4,4,4,4,1
580,205112,20230925,F,60,경기도,3.0,2,2,2,3,2,3,2,3,3,2,3,2
581,276522,20230925,M,20,전라북도,3.0,3,3,2,2,2,3,3,2,3,3,3,3
582,315465,20230925,F,60,대구광역시,2.0,4,3,4,4,3,4,4,4,5,4,4,4
583,350848,20230925,F,50,경상북도,4.0,2,3,3,2,1,3,2,3,2,3,3,2
584,359107,20230925,M,30,경기도,4.0,2,5,5,5,5,3,3,5,4,5,3,2
585,369018,20230925,M,20,인천광역시,3.0,2,3,3,3,2,3,2,4,4,3,2,3
586,380951,20230925,M,20,경기도,2.0,3,3,3,3,3,3,3,3,3,3,3,3
587,382304,20230925,F,60,강원도,1.0,1,3,2,1,1,4,3,3,4,2,5,1
588,392818,20230925,F,60,경기도,4.0,1,3,3,1,2,4,3,4,3,4,4,3
589,392978,20230925,M,20,경기도,4.0,2,2,3,4,2,3,2,4,3,3,3,3
590,393668,20230925,M,20,경기도,2.0,3,3,1,1,1,5,3,1,1,1,1,1
591,409432,20230925,M,20,경기도,4.0,3,3,3,3,3,3,3,3,3,3,3,3
592,410949,20230925,M,20,제주도,2.0,1,4,3,3,2,3,2,4,3,4,3,3
593,421502,20230925,M,20,부산광역시,1.0,2,5,3,3,3,3,4,2,5,4,2,2
594,424278,20230925,M,20,경기도,1.0,3,3,3,3,3,3,3,3,3,3,3,3
595,425367,20230925,M,20,부산광역시,1.0,4,3,3,3,3,3,3,3,3,3,2,3
596,425726,20230925,M,20,경기도,3.0,1,5,1,3,3,3,1,3,3,3,3,1
597,429502,20230925,M,20,제주도,1.0,3,3,3,3,2,3,3,3,3,3,2,2
598,434377,20230925,F,50,전라남도,4.0,3,3,3,3,3,3,3,3,3,3,3,3
599,434688,20230925,F,60,전라남도,2.0,1,4,2,3,2,3,3,4,4,4,4,4
600,442074,20230925,M,20,대전광역시,1.0,4,3,3,4,3,4,2,3,4,4,4,3
601,444321,20230925,M,20,경상북도,4.0,1,5,4,1,1,2,2,2,2,2,1,1
602,448644,20230925,F,60,경기도,4.0,1,3,3,4,3,5,3,4,5,5,3,4
603,448646,20230925,M,30,경기도,3.0,1,4,3,4,3,4,3,5,4,4,4,3
604,452919,20230925,M,20,서울특별시,2.0,1,5,1,4,3,4,4,4,4,4,4,2
605,453740,20230925,M,20,충청남도(세종시 포함),1.0,3,4,3,3,3,3,3,4,3,3,3,3
606,453775,20230925,M,20,서울특별시,4.0,3,5,4,3,3,3,3,3,3,3,3,3
607,455077,20230925,M,30,경기도,4.0,2,5,2,1,1,5,3,3,3,3,5,3
608,460454,20230925,M,20,서울특별시,4.0,2,3,3,5,4,4,4,4,4,4,4,4
609,460693,20230925,M,20,대구광역시,1.0,3,4,3,3,3,3,3,3,3,3,3,3
610,460896,20230925,M,20,대구광역시,4.0,1,5,1,1,1,5,1,5,2,5,5,1
611,464152,20230925,M,20,부산광역시,3.0,2,5,4,3,3,4,4,5,3,5,4,1
612,53322994,20230925,M,40,서울특별시,4.0,2,4,3,4,3,3,3,3,3,3,3,3
613,53323256,20230925,M,50,서울특별시,4.0,3,3,4,4,3,4,3,4,3,3,5,3
614,53323619,20230925,F,20,서울특별시,1.0,2,1,2,4,1,2,1,1,5,5,3,1
615,53323638,20230925,M,40,서울특별시,2.0,3,2,3,4,3,3,2,4,5,4,3,4
616,53324039,20230925,M,40,서울특별시,3.0,2,4,3,5,4,3,5,5,5,5,5,3
617,53325876,20230925,F,30,충청북도,2.0,1,1,3,3,3,5,4,4,4,4,4,2
618,53325967,20230925,F,50,충청남도(세종시 포함),1.0,2,3,3,3,3,4,3,3,3,4,3,4
619,53327012,20230925,F,50,충청남도(세종시 포함),4.0,2,1,3,3,3,3,5,5,5,5,5,3
620,53327037,20230925,F,30,전라북도,1.0,1,3,4,4,1,4,1,3,3,2,4,1
621,53327467,20230925,M,30,인천광역시,3.0,1,4,3,3,2,3,3,3,3,3,3,1
622,53327670,20230925,F,20,대전광역시,2.0,2,4,4,4,3,4,3,4,3,4,4,3
623,53328364,20230925,F,50,경기도,4.0,2,3,3,2,2,4,5,4,3,4,4,4
624,53328600,20230925,F,60,인천광역시,4.0,2,3,3,3,3,3,3,3,3,3,3,3
625,53329283,20230925,F,20,서울특별시,4.0,3,3,3,3,3,3,3,3,3,3,3,3
626,53329447,20230925,F,60,경기도,2.0,3,3,3,3,2,2,2,2,2,2,2,2
627,53329719,20230925,M,30,전라북도,2.0,1,2,3,3,1,4,2,3,3,3,4,1
628,53330620,20230925,M,60,부산광역시,3.0,3,4,1,3,2,3,4,3,4,4,1,1
629,53330963,20230925,F,60,경기도,4.0,1,3,2,1,2,3,1,3,5,3,4,2
630,53331531,20230925,M,60,경상북도,2.0,3,3,3,4,3,3,3,4,4,3,3,2
631,53331678,20230925,M,40,대전광역시,3.0,1,4,2,4,4,4,3,4,4,4,4,1
632,53331922,20230925,M,50,서울특별시,3.0,3,3,3,3,3,3,3,3,3,3,3,3
633,53332091,20230925,M,30,경기도,2.0,2,3,3,2,2,3,2,4,3,3,4,2
634,53332191,20230925,M,50,경기도,3.0,3,4,4,4,4,4,4,4,4,4,4,4
635,53332633,20230925,F,20,충청남도(세종시 포함),4.0,3,1,3,5,1,3,3,3,3,3,3,3
636,53334252,20230925,F,40,경상북도,3.0,1,2,4,4,3,3,3,3,3,3,3,3
637,53334823,20230925,F,50,충청남도(세종시 포함),4.0,1,1,2,1,1,3,2,3,4,4,2,1
638,53334895,20230925,M,40,경상남도,3.0,1,3,4,4,2,2,2,2,2,2,3,1
639,53335009,20230925,M,60,경상북도,2.0,2,4,1,1,1,1,1,1,1,1,1,1
640,53335501,20230925,F,20,경상북도,4.0,3,3,3,3,3,3,3,3,3,3,3,3
641,53335839,20230925,M,30,경기도,4.0,1,1,4,4,3,4,4,4,5,4,4,3
642,53335843,20230925,F,60,강원도,2.0,1,1,2,1,3,1,3,3,3,3,4,3
643,53336009,20230925,M,40,경상남도,4.0,1,4,4,4,1,3,2,2,3,3,3,1
644,53337113,20230925,F,20,서울특별시,4.0,1,1,1,5,1,2,1,2,1,1,2,2
645,53337367,20230925,F,50,경기도,4.0,4,2,2,4,4,3,3,4,4,4,3,3
646,53337508,20230925,M,40,광주광역시,4.0,3,1,3,3,2,3,3,3,5,3,3,3
647,53338245,20230925,M,40,대구광역시,2.0,4,3,5,3,3,4,4,4,3,4,3,4
648,53338529,20230925,M,60,전라남도,2.0,2,2,2,2,2,2,2,1,1,2,2,1
649,53338870,20230925,M,30,전라북도,2.0,1,2,2,5,1,5,1,5,5,5,5,1
650,53339829,20230925,F,30,충청남도(세종시 포함),4.0,3,5,3,5,3,3,3,3,3,3,2,3
651,53339941,20230925,F,60,광주광역시,3.0,1,1,1,1,1,1,1,5,5,1,1,1
652,53341190,20230925,M,30,대구광역시,4.0,5,5,5,5,5,5,5,5,5,5,5,5
653,53341272,20230925,M,20,경기도,4.0,1,4,3,3,1,4,3,2,3,3,4,1
654,53341559,20230925,F,40,경상남도,3.0,3,3,3,3,3,3,3,3,3,3,3,5
655,53341862,20230925,M,30,경기도,2.0,2,2,3,2,2,3,2,3,2,2,3,2
656,53342141,20230925,F,30,충청남도(세종시 포함),2.0,1,1,4,4,4,4,2,5,3,5,5,3
657,53342466,20230925,F,30,부산광역시,1.0,2,4,4,4,2,3,3,3,3,3,4,1
658,53343016,20230925,M,40,제주도,1.0,1,2,2,1,1,5,2,4,5,5,4,1
659,53343622,20230925,F,30,충청북도,2.0,1,4,1,4,1,1,1,1,1,1,3,1
660,53343697,20230925,F,20,서울특별시,4.0,3,3,4,3,3,3,3,3,3,3,3,3
661,53344050,20230925,M,60,경상북도,3.0,4,4,4,3,4,4,4,3,4,5,3,3
662,53344409,20230925,M,60,부산광역시,2.0,4,4,3,3,3,3,2,3,3,3,3,3
663,53344644,20230925,F,20,전라북도,4.0,3,4,3,2,2,5,2,2,4,3,5,3
664,53344682,20230925,F,30,충청북도,1.0,3,4,4,5,3,5,3,5,5,4,5,3
665,53344690,20230925,F,20,인천광역시,4.0,1,3,3,5,2,5,2,5,4,4,5,3
666,53344971,20230925,M,40,전라남도,3.0,3,3,3,3,3,3,3,3,3,3,3,3
667,53345741,20230925,M,60,경기도,1.0,3,2,3,2,3,3,2,3,3,3,3,3
668,53345940,20230925,M,60,대구광역시,1.0,2,2,2,3,1,2,2,3,2,2,3,1
669,53346063,20230925,F,60,경기도,4.0,1,1,2,1,2,4,3,3,4,1,3,1
670,53347829,20230925,F,50,부산광역시,4.0,1,3,2,2,3,3,3,3,2,3,5,3
671,53347963,20230925,M,50,경상남도,3.0,3,1,3,4,3,3,1,3,5,4,3,1
672,53348163,20230925,M,30,광주광역시,2.0,1,1,1,1,1,1,1,1,1,1,1,1
673,53348167,20230925,M,50,울산광역시,3.0,1,1,1,3,2,3,2,4,4,4,4,2
674,53348576,20230925,F,30,충청남도(세종시 포함),2.0,1,4,2,3,2,3,2,3,3,2,3,2
675,53348602,20230925,M,40,서울특별시,2.0,3,3,3,3,3,3,3,3,3,3,3,3
676,53348776,20230925,M,60,경기도,3.0,2,2,3,2,3,4,5,3,4,2,5,4
677,53349268,20230925,M,60,경기도,4.0,3,3,2,3,3,3,3,4,4,4,4,2
678,53349793,20230925,M,30,울산광역시,2.0,2,3,2,4,3,3,3,3,3,3,3,3
679,53350174,20230925,M,30,부산광역시,2.0,2,3,3,4,1,2,3,3,3,3,3,1
680,53350344,20230925,M,60,경기도,4.0,4,2,3,4,2,2,2,2,1,4,3,1
681,53350454,20230925,F,40,제주도,2.0,3,5,2,5,3,3,3,5,4,4,4,3
682,53351096,20230925,F,50,경기도,2.0,4,4,5,3,4,4,3,5,5,5,5,2
683,53351448,20230925,F,50,경상남도,3.0,2,3,3,3,2,4,3,3,4,4,3,3
684,53352119,20230925,M,50,경상북도,3.0,3,4,4,4,3,3,3,4,3,3,3,3
685,53352431,20230925,M,40,인천광역시,4.0,2,3,1,3,4,1,3,5,4,4,4,3
686,53352793,20230925,F,50,경기도,3.0,2,1,3,4,3,3,3,3,4,3,3,3
687,53352946,20230925,M,60,경상남도,3.0,4,3,3,3,2,4,3,4,3,3,3,3
688,53353635,20230925,F,40,경상남도,4.0,2,2,3,3,4,4,3,4,4,4,4,2
689,53354182,20230925,M,60,경기도,3.0,5,2,4,2,2,4,2,4,2,2,2,2
690,53354333,20230925,M,30,경기도,3.0,1,1,1,1,1,1,1,1,1,1,1,1
691,53355666,20230925,F,30,대전광역시,4.0,2,4,4,4,3,4,3,4,4,4,3,2
692,53355696,20230925,F,40,충청남도(세종시 포함),3.0,4,3,4,4,4,4,4,4,4,4,4,3
693,53355838,20230925,F,40,광주광역시,3.0,2,2,3,3,3,3,3,3,3,3,3,3
694,53356140,20230925,M,30,대구광역시,4.0,3,5,3,4,3,1,3,1,1,3,5,3
695,53356261,20230925,F,60,경기도,2.0,2,2,2,2,2,4,2,4,2,1,2,3
696,53356458,20230925,F,20,충청북도,3.0,2,5,4,4,2,5,2,4,4,4,4,2
697,53358147,20230925,F,30,전라북도,3.0,3,4,4,5,1,3,2,4,4,3,4,2
698,53358277,20230925,M,60,경기도,3.0,3,3,3,3,3,3,3,3,3,3,3,3
699,53359202,20230925,F,20,인천광역시,3.0,4,5,4,5,1,3,1,4,3,4,3,3
700,53359357,20230925,M,50,경기도,4.0,3,3,3,3,1,3,3,3,3,3,3,1
701,53359509,20230925,F,50,강원도,4.0,5,5,5,5,3,5,3,5,3,5,5,3
702,53359997,20230925,M,30,경기도,4.0,3,4,4,4,1,4,1,4,4,4,3,1
703,53360098,20230925,F,50,충청남도(세종시 포함),4.0,1,3,3,5,3,3,2,5,5,5,3,2
704,53360210,20230925,M,40,전라남도,2.0,1,2,1,2,1,1,1,1,1,1,1,1
705,53360216,20230925,F,50,제주도,2.0,4,5,4,4,3,3,2,3,2,3,4,2
706,53361270,20230925,F,50,경기도,3.0,4,4,4,4,4,4,4,4,4,4,4,4
707,53361447,20230925,M,30,서울특별시,4.0,1,4,1,1,1,1,1,1,1,1,1,1
708,53361597,20230925,F,30,경상남도,4.0,1,1,1,3,1,1,1,1,1,1,4,1
709,53361649,20230925,F,20,광주광역시,1.0,3,3,3,4,3,3,3,3,3,3,3,3
710,53361658,20230925,M,60,대전광역시,3.0,2,1,3,3,3,3,3,4,3,3,4,3
711,53361998,20230925,M,30,경기도,4.0,1,4,1,1,1,4,5,3,3,3,3,1
712,53362202,20230925,F,50,경상남도,3.0,2,2,3,3,3,3,4,4,3,4,3,2
713,53363025,20230925,F,30,인천광역시,1.0,4,3,4,3,3,3,3,4,4,4,3,3
714,53363921,20230925,M,50,서울특별시,3.0,2,3,3,3,3,3,3,2,3,2,3,3
715,53364669,20230925,F,60,경기도,2.0,3,3,3,3,4,4,3,4,3,4,3,3
716,53365147,20230925,M,60,경기도,3.0,1,5,2,1,1,4,2,5,4,3,3,1
717,53365183,20230925,M,60,경기도,3.0,1,1,1,1,4,4,4,4,4,4,4,1
718,53365264,20230925,F,20,강원도,2.0,2,1,3,5,3,4,2,4,4,4,3,3
719,53365911,20230925,F,30,광주광역시,4.0,1,3,2,3,1,4,3,5,4,4,5,1
720,53366130,20230925,M,30,울산광역시,1.0,1,4,1,3,1,4,1,4,2,4,4,1
721,53366949,20230925,M,40,인천광역시,4.0,2,4,3,3,2,3,2,2,4,4,4,1
722,53366957,20230925,M,30,경기도,2.0,1,3,1,1,1,3,1,3,3,1,3,1
723,53367706,20230925,M,50,경상북도,4.0,3,4,3,4,4,3,3,3,3,3,3,1
724,53368403,20230925,M,50,충청북도,2.0,3,3,3,3,2,2,2,3,2,3,2,3
725,53368629,20230925,F,20,전라북도,4.0,1,5,4,4,2,4,3,4,2,3,4,2
726,53368680,20230925,M,60,부산광역시,2.0,3,4,3,4,3,3,3,3,3,3,3,3
727,53369200,20230925,M,20,서울특별시,4.0,1,3,3,3,1,3,1,5,4,4,2,1
728,53369399,20230925,M,30,경기도,3.0,1,3,2,4,4,5,5,3,3,3,4,4
729,53370839,20230925,M,40,대전광역시,3.0,1,3,4,3,2,5,3,5,4,4,5,2
730,53371275,20230925,F,40,대전광역시,4.0,3,3,3,4,4,3,3,3,3,3,3,3
731,53371736,20230925,M,30,서울특별시,2.0,1,5,3,3,1,5,3,5,3,5,5,3
732,53374610,20230925,F,50,경기도,4.0,2,1,3,3,3,3,3,4,4,4,4,3
733,53374936,20230925,F,30,전라북도,2.0,1,2,2,3,3,5,4,4,2,4,4,2
734,53375038,20230925,M,20,경기도,4.0,3,4,3,4,4,4,4,4,4,4,4,3
735,53375142,20230925,M,60,경기도,4.0,1,4,3,3,3,4,3,4,4,3,4,3
736,53375446,20230925,M,30,서울특별시,1.0,3,3,2,4,3,3,3,3,3,3,3,4
737,53375667,20230925,F,60,경기도,4.0,3,3,3,3,4,3,4,4,3,3,3,3
738,53376164,20230925,F,40,경상북도,3.0,3,3,3,3,3,3,3,3,3,3,3,3
739,53376637,20230925,F,50,경기도,1.0,3,4,1,2,2,5,1,5,2,4,4,1
740,53376908,20230925,F,40,경상남도,1.0,3,4,3,3,3,3,3,4,3,3,3,3
741,53377395,20230925,M,50,대구광역시,1.0,1,1,2,1,2,1,2,1,1,1,1,1
742,53335489,20230911,F,60,서울특별시,4.0,3,4,4,3,2,3,4,4,3,3,4,3
743,53322589,20230911,F,60,서울특별시,2.0,4,2,2,3,4,4,4,3,3,3,2,4
744,53351328,20230911,F,60,서울특별시,3.0,1,4,4,4,1,1,1,4,1,1,1,1
745,53350406,20230911,F,60,서울특별시,4.0,2,1,3,3,1,4,1,3,4,3,3,1
746,53324978,20230911,F,60,서울특별시,2.0,2,4,4,4,1,4,4,4,3,3,4,3
747,53352855,20230911,F,60,서울특별시,3.0,1,1,1,3,1,3,1,3,3,1,1,1
748,53364566,20230911,F,50,서울특별시,1.0,4,4,4,4,4,4,4,4,4,4,4,4
749,53325395,20230911,F,50,서울특별시,3.0,1,1,2,3,4,4,3,3,5,4,5,1
750,53338981,20230911,F,50,서울특별시,4.0,1,1,2,4,1,5,1,5,3,3,4,1
751,53344142,20230911,F,50,서울특별시,4.0,3,3,3,4,3,4,5,4,4,5,4,3
752,53323228,20230911,F,50,서울특별시,4.0,2,2,3,1,2,5,2,3,4,4,4,3
753,53365373,20230911,F,50,부산광역시,1.0,2,4,4,3,3,3,4,3,4,3,4,1
754,53375804,20230911,F,50,부산광역시,3.0,3,3,3,3,3,3,3,3,3,3,3,3
755,53337298,20230911,F,50,부산광역시,4.0,2,2,5,4,3,4,4,5,1,5,3,3
756,53375758,20230911,F,50,전라북도,3.0,1,3,3,4,1,1,1,1,1,1,1,1
757,53341910,20230911,F,50,제주도,4.0,1,3,3,5,5,3,3,2,4,3,2,3
758,53357227,20230911,F,40,서울특별시,4.0,1,4,4,1,1,4,3,4,4,4,4,3
759,53324165,20230911,F,40,서울특별시,4.0,1,5,4,3,3,3,3,3,3,4,3,3
760,53326452,20230911,F,40,서울특별시,4.0,1,3,3,3,1,3,1,5,5,5,3,1
761,53328353,20230911,F,40,서울특별시,1.0,3,1,4,4,3,4,3,3,3,3,4,3
762,53354780,20230911,F,40,서울특별시,2.0,1,1,1,5,1,4,3,4,4,4,5,3
763,53324611,20230911,F,40,서울특별시,4.0,1,3,2,3,1,4,1,2,3,2,4,1
764,53365272,20230911,F,40,부산광역시,1.0,2,3,3,2,3,2,2,2,3,2,3,2
765,53350931,20230911,F,40,부산광역시,4.0,2,2,3,4,1,4,4,4,3,4,5,2
766,53332713,20230911,F,40,대구광역시,3.0,3,3,3,3,3,4,3,4,4,4,4,3
767,53336948,20230911,F,40,인천광역시,3.0,1,3,3,5,2,4,5,5,5,5,5,3
768,53331121,20230911,F,40,인천광역시,3.0,1,4,1,1,1,2,2,3,1,3,3,1
769,53354102,20230911,F,40,울산광역시,2.0,3,3,3,3,5,3,3,5,5,5,3,3
770,53339584,20230911,F,30,서울특별시,3.0,1,2,3,4,1,4,3,3,4,3,4,1
771,53323735,20230911,F,30,서울특별시,2.0,1,1,1,1,1,1,1,1,1,1,1,1
772,53323365,20230911,F,30,서울특별시,4.0,2,3,1,2,3,3,1,4,1,1,3,3
773,53323685,20230911,F,30,서울특별시,2.0,1,2,2,4,3,5,4,3,4,3,4,4
774,53366007,20230911,F,30,경기도,1.0,2,3,3,3,2,4,3,5,2,5,3,1
775,53339874,20230911,F,30,경기도,4.0,3,3,4,3,3,3,3,3,3,3,4,3
776,53373222,20230911,F,30,경기도,3.0,1,1,1,3,1,4,2,3,4,3,3,3
777,53345202,20230911,F,30,부산광역시,2.0,2,1,3,4,1,3,2,2,4,2,4,3
778,53341688,20230911,F,30,부산광역시,1.0,2,1,3,3,3,4,3,3,3,3,4,3
779,53372798,20230911,F,30,부산광역시,1.0,1,5,4,2,1,2,3,3,2,3,4,1
780,53329820,20230911,F,20,서울특별시,4.0,5,1,5,5,5,5,5,5,5,5,5,5
781,53358826,20230911,F,20,서울특별시,2.0,4,3,5,2,3,4,3,3,3,3,2,3
782,53356914,20230911,F,20,서울특별시,2.0,2,1,3,3,3,4,3,3,4,4,4,3
783,53372279,20230911,F,20,대전광역시,1.0,1,4,2,4,3,5,3,3,3,4,5,3
784,53350046,20230911,M,60,서울특별시,3.0,3,2,3,4,4,3,4,3,4,4,4,4
785,53341319,20230911,M,60,서울특별시,4.0,2,3,3,3,5,4,3,3,4,4,3,3
786,53338690,20230911,M,60,서울특별시,3.0,3,1,2,3,2,4,2,4,4,2,3,2
787,53345394,20230911,M,60,서울특별시,3.0,1,1,3,4,2,4,1,4,4,4,3,1
788,53323278,20230911,M,60,서울특별시,3.0,2,3,3,3,2,4,2,3,4,3,4,2
789,53350803,20230911,M,60,서울특별시,1.0,3,1,1,1,1,1,1,1,1,1,1,1
790,53324318,20230911,M,60,서울특별시,4.0,2,4,3,4,2,3,2,2,3,2,2,2
791,53352424,20230911,M,60,경기도,3.0,3,1,4,4,3,2,3,3,3,3,3,2
792,53348719,20230911,M,60,경기도,4.0,4,4,4,4,3,3,3,3,3,3,3,3
793,53328537,20230911,M,60,경기도,3.0,3,5,4,3,4,4,4,3,4,4,4,5
794,53333234,20230911,M,60,경기도,2.0,2,3,3,3,3,5,4,4,4,4,4,2
795,53332098,20230911,M,60,경기도,4.0,1,4,3,3,3,4,3,4,3,3,3,3
796,53330997,20230911,M,60,경기도,4.0,2,3,4,4,1,3,1,3,3,3,3,1
797,53375064,20230911,M,60,광주광역시,1.0,4,4,5,4,4,4,4,5,5,5,5,4
798,53340726,20230911,M,50,경상남도,2.0,2,3,4,4,3,4,3,4,4,4,4,3
799,53362860,20230911,M,40,경기도,1.0,4,5,4,4,1,1,1,1,1,1,1,1
800,53356151,20230911,M,40,경기도,4.0,3,4,3,3,3,3,3,3,3,3,3,1
801,53338037,20230911,M,40,경기도,3.0,1,1,3,4,1,4,3,3,3,3,3,1
802,53343796,20230911,M,40,경기도,4.0,1,1,1,1,1,1,1,1,1,1,1,1
803,53366090,20230911,M,40,경기도,3.0,2,4,3,3,2,3,3,4,3,3,3,2
804,53330843,20230911,M,40,경기도,4.0,1,4,4,2,2,5,2,4,3,4,4,1
805,53355983,20230911,M,40,경기도,4.0,1,3,3,3,4,5,4,5,5,5,3,4
806,53373680,20230911,M,40,경기도,3.0,3,1,3,4,3,3,3,4,4,3,4,2
807,53340760,20230911,M,40,부산광역시,1.0,3,3,3,3,3,3,4,3,3,3,3,3
808,53350607,20230911,M,40,경상남도,1.0,1,1,1,1,1,1,1,1,1,1,1,1
809,53344555,20230911,M,40,경상남도,3.0,1,1,1,3,1,1,1,1,1,1,3,1
810,53352515,20230911,M,40,경상남도,3.0,1,1,4,4,1,4,1,3,4,4,4,1
811,53376324,20230911,M,40,경상남도,4.0,1,3,3,5,4,3,2,4,4,4,4,1
812,53359865,20230911,M,30,인천광역시,2.0,1,4,4,3,3,5,3,4,3,4,3,3
813,53327091,20230911,M,30,인천광역시,3.0,3,3,3,3,3,3,3,3,3,3,3,3
814,53338160,20230911,M,30,인천광역시,4.0,3,2,2,2,2,1,2,4,4,4,4,1
815,53340529,20230911,M,30,인천광역시,2.0,1,4,3,4,3,4,1,4,4,4,4,1
816,53330601,20230911,M,30,인천광역시,2.0,2,3,4,5,1,3,3,3,4,2,2,1
817,53376823,20230911,M,30,울산광역시,2.0,1,1,1,1,1,4,1,4,1,1,1,1
818,76639,20230911,F,60,경기도,4.0,2,2,2,3,2,2,3,2,2,3,3,3
819,172192,20230911,M,20,경상남도,2.0,3,3,3,3,3,3,3,3,3,3,3,3
820,205608,20230911,F,60,경상북도,3.0,2,3,2,4,2,3,2,3,2,2,3,2
821,237625,20230911,M,30,서울특별시,2.0,4,4,4,4,4,4,4,4,4,4,4,4
822,293947,20230911,F,60,경상북도,4.0,2,4,1,2,2,2,2,3,3,4,4,1
823,301972,20230911,F,60,전라남도,1.0,2,3,3,2,2,3,3,3,2,3,3,2
824,349455,20230911,M,20,경상북도,2.0,1,2,3,1,1,3,3,1,1,1,1,1
825,350800,20230911,M,20,대구광역시,2.0,2,4,3,3,3,3,3,3,3,3,3,3
826,399199,20230911,F,60,경상북도,4.0,3,3,3,3,4,5,4,3,3,3,4,3
827,416206,20230911,M,20,경기도,2.0,2,3,3,3,2,3,3,3,4,3,4,2
828,421494,20230911,M,20,인천광역시,4.0,1,5,3,3,3,4,3,4,4,4,4,3
829,422095,20230911,M,20,서울특별시,3.0,3,3,3,3,3,3,3,3,3,3,3,3
830,422770,20230911,M,20,경기도,4.0,3,4,4,5,5,4,5,3,3,3,3,2
831,434561,20230911,M,20,경기도,2.0,3,3,3,3,3,4,3,3,3,3,3,3
832,447315,20230911,M,20,경상남도,4.0,1,5,2,3,3,5,3,3,3,3,3,1
833,451221,20230911,F,60,경상북도,1.0,2,2,4,2,2,3,3,4,5,2,5,3
834,452029,20230911,M,20,광주광역시,4.0,3,3,3,3,3,3,3,3,3,3,3,3
835,453698,20230911,M,20,전라북도,2.0,2,4,3,4,3,3,3,3,3,3,4,3
836,459980,20230911,M,20,전라북도,1.0,1,5,2,4,2,5,2,4,3,3,4,2
837,466254,20230911,M,20,서울특별시,2.0,1,1,3,4,4,5,3,3,3,5,4,1
838,466840,20230911,M,20,전라북도,2.0,3,3,4,3,3,3,3,3,3,3,3,2
839,467021,20230911,M,20,부산광역시,2.0,3,4,4,4,1,3,3,3,3,3,3,3
840,53322415,20230911,M,30,경기도,2.0,1,1,3,4,1,4,3,3,3,2,3,3
841,53322949,20230911,M,50,서울특별시,3.0,1,3,3,3,4,3,3,3,3,3,4,3
842,53323301,20230911,M,30,서울특별시,4.0,1,2,3,3,2,4,2,5,4,5,4,2
843,53323495,20230911,M,30,서울특별시,2.0,1,3,5,4,2,3,2,4,4,4,4,2
844,53323698,20230911,M,50,서울특별시,2.0,3,5,3,3,3,5,3,5,5,5,4,3
845,53323745,20230911,M,50,서울특별시,4.0,2,3,3,4,1,3,3,3,2,3,4,3
846,53324262,20230911,M,50,서울특별시,4.0,1,3,3,3,2,3,3,3,4,3,3,1
847,53324953,20230911,M,40,서울특별시,4.0,1,5,4,5,4,5,3,2,5,4,5,1
848,53325412,20230911,F,30,충청남도(세종시 포함),1.0,1,1,4,5,3,4,3,4,3,3,4,3
849,53325431,20230911,F,40,강원도,4.0,3,5,5,4,3,4,4,4,4,4,4,3
850,53325572,20230911,M,50,경상북도,4.0,1,1,1,3,1,2,1,1,1,1,2,2
851,53326336,20230911,F,40,충청남도(세종시 포함),3.0,3,3,3,3,4,3,3,4,4,4,4,3
852,53327052,20230911,M,30,전라북도,3.0,1,3,3,3,1,3,3,3,3,3,3,1
853,53327228,20230911,F,60,강원도,2.0,2,3,4,5,2,3,3,3,3,3,4,3
854,53327238,20230911,F,20,경기도,2.0,1,1,3,3,2,3,3,4,3,4,3,3
855,53327604,20230911,M,40,서울특별시,2.0,3,3,4,4,3,3,3,3,3,3,3,3
856,53327869,20230911,M,30,대구광역시,1.0,2,3,2,3,3,5,2,3,3,1,3,1
857,53328293,20230911,F,30,대구광역시,2.0,2,3,3,4,3,4,4,4,4,4,4,3
858,53329006,20230911,M,50,울산광역시,4.0,3,3,4,4,3,3,3,3,3,3,4,3
859,53329254,20230911,M,50,전라남도,3.0,1,5,4,5,1,3,1,1,1,1,1,1
860,53329562,20230911,F,60,인천광역시,1.0,2,3,3,2,2,1,2,1,1,1,2,1
861,53329955,20230911,F,60,경기도,3.0,4,5,3,3,4,4,3,4,4,3,3,3
862,53330270,20230911,M,60,경상남도,3.0,2,3,3,3,3,4,4,4,2,3,4,4
