RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,CHINA_TOUR_INTRST_VALUE,JP_TOUR_INTRST_VALUE,HONGKONG_MACAU_TOUR_INTRST_VALUE,SEASIA_TOUR_INTRST_VALUE,MDLEST_SWASIA_TOUR_INTRST_VALUE,USA_CANADA_TOUR_INTRST_VALUE,SAMRC_LAMRC_TOUR_INTRST_VALUE,WEURP_NEURP_TOUR_INTRST_VALUE,EEURP_TOUR_INTRST_VALUE,SEURP_TOUR_INTRST_VALUE,SPCPC_TOUR_INTRST_VALUE,AFRICA_TOUR_INTRST_VALUE
53354228,20230828,M,20대,광주광역시,모름,많이 적어졌다,많이 커졌다,예전과 비슷하다,많이 커졌다,예전과 비슷하다,많이 커졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53354512,20230828,F,20대,경기도,모름,약간 적어졌다,많이 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,많이 적어졌다
53354626,20230828,M,50대,경기도,700만원 이상,많이 적어졌다,많이 커졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,많이 커졌다,많이 적어졌다
53355848,20230828,M,40대,부산광역시,300이상500만원 미만,예전과 비슷하다,많이 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다
53355899,20230828,F,30대,서울특별시,300이상500만원 미만,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다
53356627,20230828,F,30대,서울특별시,700만원 이상,많이 적어졌다,약간 적어졌다,예전과 비슷하다,약간 커졌다,많이 적어졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,많이 적어졌다
53356671,20230828,F,60대,경기도,300만원 미만,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 적어졌다
53356915,20230828,M,50대,서울특별시,700만원 이상,약간 커졌다,많이 적어졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53357552,20230828,F,20대,경기도,모름,약간 적어졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,많이 커졌다,예전과 비슷하다
53357604,20230828,F,40대,전라남도,700만원 이상,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 적어졌다
53357691,20230828,F,50대,경상북도,700만원 이상,많이 적어졌다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53357904,20230828,M,50대,전라북도,500이상700만원 미만,약간 적어졌다,많이 커졌다,약간 적어졌다,약간 커졌다,예전과 비슷하다,많이 커졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,예전과 비슷하다
53358138,20230828,M,30대,인천광역시,500이상700만원 미만,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다
53358211,20230828,M,40대,충청북도,700만원 이상,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다
53358297,20230828,M,20대,서울특별시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
