,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,중국여행관심값,일본여행관심값,홍콩마카오여행관심값,동남아시아여행관심값,중동서남아시아여행관심값,미국캐나다여행관심값,남미중남미여행관심값,서유럽북유럽여행관심값,동유럽여행관심값,남유럽여행관심값,남태평양여행관심값,아프리카여행관심값,군집
1033,F,20,경기도,4,1,1,3,2,2,5,3,5,4,5,4,2,0
1034,F,20,경기도,3,2,1,3,4,2,3,2,3,4,4,3,3,0
1035,F,20,경기도,4,3,3,3,3,3,3,3,3,3,3,3,3,0
1036,F,20,경기도,1,2,3,3,4,4,5,1,3,3,3,5,1,0
1037,M,50,서울특별시,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1038,M,50,서울특별시,4,2,1,1,3,2,1,1,3,1,3,3,1,0
1039,M,50,서울특별시,4,3,4,3,3,3,4,3,3,3,3,3,3,0
1040,M,50,서울특별시,4,3,4,4,4,3,4,3,5,5,4,5,3,0
1041,M,50,서울특별시,4,3,4,2,3,2,3,2,4,3,2,4,2,0
1042,M,50,서울특별시,4,3,3,3,3,3,3,3,5,5,5,5,3,0
1043,M,50,대전광역시,2,3,3,3,3,2,3,3,3,3,2,3,2,2
1044,M,50,대전광역시,4,1,4,3,3,3,4,3,3,3,3,3,3,0
1045,M,50,대전광역시,4,2,3,3,3,2,4,2,3,3,2,3,2,0
1046,M,40,부산광역시,2,4,2,3,3,4,4,3,2,3,3,2,3,2
1047,M,40,울산광역시,4,3,2,3,3,3,3,3,3,3,3,3,2,2
1048,M,40,울산광역시,3,3,2,2,4,3,4,3,4,3,4,4,2,1
1049,M,30,부산광역시,3,1,1,3,3,1,3,1,3,1,1,1,1,1
1050,M,30,인천광역시,4,1,3,3,3,1,3,1,3,3,3,1,1,0
1051,M,30,인천광역시,4,1,4,4,1,1,3,1,3,3,2,4,1,0
1052,M,30,인천광역시,2,2,5,3,4,1,4,1,4,3,4,3,1,2
1053,M,30,울산광역시,2,1,3,1,1,1,1,1,1,1,1,1,1,2
1054,M,30,울산광역시,4,3,4,3,4,3,3,3,3,3,3,4,3,0
1055,M,50,부산광역시,2,1,3,1,2,1,1,1,1,1,1,1,1,2
1056,M,50,인천광역시,4,2,4,4,2,4,3,2,5,4,4,3,3,0
1057,F,20,서울특별시,4,1,3,3,2,3,3,3,4,2,3,4,1,0
1058,M,30,서울특별시,4,2,1,2,3,3,3,3,5,4,5,4,3,1
1059,M,60,대구광역시,1,4,4,3,3,4,2,4,4,4,4,3,2,1
1060,M,20,경기도,4,3,4,4,4,2,3,3,4,5,4,3,1,0
1061,M,50,대구광역시,2,2,3,3,3,3,3,2,3,3,3,3,2,2
1062,F,30,충청북도,2,2,2,4,4,5,1,1,4,5,5,2,2,3
1063,F,60,경기도,2,1,1,4,2,1,4,1,4,4,4,4,1,0
1064,F,40,충청북도,4,2,4,4,4,2,3,3,3,3,4,4,3,0
1065,F,60,경상남도,2,3,3,3,3,3,2,4,3,5,4,3,4,3
1066,M,20,경기도,4,1,5,3,4,4,5,4,5,5,5,5,3,0
1067,F,60,경상북도,2,2,2,2,4,4,4,3,3,3,4,3,3,3
1068,F,60,경상남도,1,2,2,2,2,2,2,2,2,3,3,2,2,0
1069,M,20,전라북도,1,3,4,3,4,3,3,3,3,3,3,3,3,1
1070,M,20,경상남도,4,1,4,1,2,2,3,3,4,3,3,4,2,0
1071,M,20,대구광역시,2,3,3,3,3,4,2,2,2,2,2,4,2,2
1072,M,20,충청남도(세종시 포함),1,4,5,5,1,1,5,3,4,2,3,4,1,1
1073,M,20,서울특별시,2,3,3,2,2,2,3,2,2,3,3,3,3,1
1074,M,20,인천광역시,2,3,4,3,3,4,4,3,2,3,2,3,1,2
1075,M,20,인천광역시,4,3,3,3,3,3,3,3,3,3,3,3,2,0
1076,M,20,인천광역시,4,2,4,1,4,5,5,1,4,4,4,4,4,0
1077,M,20,부산광역시,2,3,5,5,5,1,5,3,5,1,3,5,1,2
1078,M,20,경기도,3,3,2,2,3,2,3,2,3,2,3,2,2,1
1079,M,20,대구광역시,3,2,2,2,2,2,2,4,5,4,4,4,4,1
1080,M,20,경상남도,1,1,5,4,5,4,5,5,5,3,5,5,1,1
1081,M,20,경기도,4,1,5,3,4,1,3,1,5,4,3,5,3,0
1082,M,40,서울특별시,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1083,M,60,서울특별시,4,1,1,3,4,2,3,3,3,4,3,4,1,1
1084,M,60,서울특별시,4,1,1,4,1,2,3,3,4,4,4,3,1,1
1085,F,50,경상남도,2,3,1,3,3,1,4,5,5,3,5,4,1,0
1086,M,60,경상남도,3,1,3,2,4,2,3,2,4,2,4,1,2,1
1087,M,50,전라북도,3,3,4,3,3,2,3,3,3,3,3,3,3,1
1088,F,30,충청남도(세종시 포함),4,3,3,3,3,3,3,3,3,3,3,3,3,0
1089,F,30,충청남도(세종시 포함),2,1,1,2,4,2,5,1,4,5,4,5,2,3
1090,M,40,경기도,4,1,4,3,4,1,4,1,4,1,3,4,2,2
1091,F,40,충청남도(세종시 포함),3,1,1,1,4,1,3,1,3,2,3,4,1,4
1092,F,50,경기도,2,3,4,4,4,4,4,4,4,4,4,4,4,0
1093,M,60,경기도,3,2,4,4,3,2,2,2,3,2,2,2,2,1
1094,M,40,서울특별시,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1095,M,30,경기도,2,2,3,2,4,3,5,2,5,5,4,5,1,2
1096,M,60,경상북도,3,3,2,3,4,3,2,3,3,3,3,3,4,1
1097,F,50,인천광역시,3,1,3,3,4,5,4,4,4,5,3,5,2,4
1098,M,50,강원도,4,1,1,2,3,2,4,4,4,4,4,4,3,0
1099,F,60,부산광역시,1,2,3,3,3,2,3,4,5,4,3,4,2,0
1100,F,60,충청남도(세종시 포함),2,3,1,3,3,3,3,3,3,4,4,3,3,3
1101,M,60,충청북도,2,3,1,3,3,3,3,3,3,3,3,3,3,1
1102,F,20,서울특별시,4,1,2,3,3,3,5,4,5,5,5,5,3,0
1103,M,60,인천광역시,2,2,3,2,3,3,3,4,4,2,4,4,2,1
1104,M,20,부산광역시,4,1,4,2,3,3,3,3,3,2,3,3,3,0
1105,F,30,대구광역시,4,1,4,4,5,1,4,3,5,3,3,5,1,0
1106,M,50,경기도,4,1,3,2,4,2,4,3,5,4,3,2,1,0
1107,F,60,울산광역시,3,1,3,1,1,1,1,1,1,1,1,1,1,1
1108,F,30,인천광역시,4,1,4,4,2,3,5,3,4,4,3,4,2,0
1109,M,50,광주광역시,1,2,1,3,3,1,4,2,3,4,4,3,2,0
1110,F,60,경기도,4,2,2,3,4,2,2,2,2,3,2,2,2,0
1111,M,50,경기도,4,2,2,2,5,1,4,3,4,4,4,4,2,0
1112,F,30,전라남도,2,1,3,1,4,1,3,1,3,3,3,3,1,3
1113,M,20,경기도,4,3,3,3,3,3,3,3,3,3,3,3,3,0
1114,M,30,경기도,2,1,3,1,1,1,2,1,1,1,1,1,1,2
1115,F,40,강원도,3,1,1,3,3,2,3,3,4,3,4,4,3,4
1116,M,30,서울특별시,2,2,3,3,3,2,2,4,3,3,2,3,3,3
1117,F,40,경기도,4,1,2,3,3,3,3,3,4,3,4,4,3,0
1118,M,60,경상남도,4,3,3,3,3,3,3,3,3,3,3,3,3,1
1119,M,40,경상남도,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1120,F,50,광주광역시,3,1,1,1,1,1,1,1,1,1,1,1,1,0
1121,F,30,경상남도,2,1,4,3,4,2,2,3,4,3,4,4,1,3
1122,M,30,경기도,2,3,3,3,3,1,3,3,3,3,3,3,1,2
1123,F,20,서울특별시,4,2,3,3,2,2,2,3,3,3,4,3,3,0
1124,F,60,경기도,3,2,3,2,2,2,4,2,4,4,4,3,4,0
1125,M,60,인천광역시,2,1,4,3,3,2,1,2,2,2,2,3,1,1
1126,F,50,강원도,4,2,3,4,4,3,4,3,4,4,4,4,3,0
1127,M,40,대구광역시,3,1,2,4,4,1,1,1,4,1,1,3,1,1
1128,M,50,대구광역시,3,2,3,2,4,1,2,1,1,1,1,4,1,1
1129,F,40,대전광역시,3,1,4,3,4,1,4,3,4,3,3,4,2,4
1130,F,50,경기도,1,1,1,3,3,1,3,3,3,4,3,3,2,0
1131,F,50,경기도,4,2,5,4,3,2,3,3,5,5,5,3,1,0
1132,F,20,부산광역시,2,2,2,2,3,2,4,2,2,2,2,2,2,3
1133,M,30,경기도,4,2,3,4,3,2,3,3,3,4,3,3,2,0
1134,M,40,경기도,2,1,5,5,5,1,5,1,5,1,5,5,1,2
1135,F,20,대구광역시,3,2,4,2,3,1,3,2,4,4,3,4,1,4
1136,M,60,울산광역시,2,2,3,2,4,2,3,4,3,2,3,3,1,1
1137,F,50,울산광역시,4,3,2,3,3,4,3,2,4,4,4,2,4,0
1138,M,40,경기도,4,3,4,4,4,3,4,3,3,3,3,4,3,2
1139,M,60,경기도,2,2,3,4,3,2,4,2,4,4,4,4,3,2
1140,F,60,광주광역시,2,2,3,3,3,3,3,4,3,3,3,3,4,3
1141,M,50,대구광역시,3,1,1,1,2,2,4,4,4,4,4,5,1,1
1142,F,50,경기도,3,1,4,2,5,3,3,3,3,4,3,5,3,0
1143,M,40,경상북도,1,1,4,1,3,1,1,1,3,1,1,3,1,2
1144,M,60,충청남도(세종시 포함),4,1,2,2,5,3,3,3,5,4,4,4,3,1
1145,F,20,서울특별시,3,1,5,2,1,1,5,1,5,5,5,5,1,1
1146,F,40,경기도,3,1,1,4,5,1,4,1,3,3,3,4,1,4
1147,F,60,경기도,2,2,4,3,2,3,4,3,3,3,3,4,2,0
1148,M,60,전라남도,3,2,2,2,3,3,2,3,3,3,1,2,3,1
1149,M,60,인천광역시,2,3,3,3,3,3,3,3,3,3,3,3,3,1
1150,F,40,충청북도,2,1,3,3,3,3,3,3,3,3,3,3,3,2
1151,F,50,경기도,3,1,2,2,1,4,3,2,3,4,5,3,1,0
1152,F,40,경기도,4,1,4,3,3,3,3,3,3,3,4,3,3,0
1153,M,30,경기도,3,1,5,5,4,1,5,1,5,5,4,5,1,1
1154,M,30,충청북도,2,1,4,3,3,3,2,1,2,2,2,3,1,2
1155,M,40,서울특별시,2,2,4,4,4,1,3,3,1,1,1,3,1,2
1156,M,60,경기도,3,1,5,4,4,2,4,4,4,2,4,4,1,1
1157,M,40,충청남도(세종시 포함),2,1,1,1,3,1,3,2,3,4,4,3,1,2
1158,F,60,경기도,1,1,1,3,4,1,4,4,3,4,4,4,4,0
1159,M,40,경기도,2,3,5,4,3,3,5,4,4,4,3,4,3,2
1160,F,40,강원도,1,2,3,3,2,2,3,2,3,3,3,2,3,4
1161,M,40,인천광역시,4,3,3,3,3,3,3,3,5,3,3,3,3,2
1162,F,60,경기도,3,3,2,1,1,1,3,1,4,2,2,3,1,0
1163,M,20,충청남도(세종시 포함),4,1,4,4,2,1,5,1,5,2,4,4,1,0
1164,F,40,경기도,3,1,1,3,3,4,5,3,5,5,5,4,3,4
1165,F,30,경상북도,2,1,3,1,3,1,2,1,3,3,1,4,1,3
1166,F,30,경상남도,4,2,3,3,3,3,4,3,4,4,4,4,3,0
1167,M,60,경기도,2,2,3,3,3,2,4,3,4,4,4,3,3,2
1168,M,30,광주광역시,4,5,3,5,4,2,3,2,3,2,2,3,3,0
1169,F,20,충청남도(세종시 포함),4,3,4,3,3,3,3,3,4,4,4,3,3,0
1170,F,30,대구광역시,4,1,1,1,4,1,2,1,3,3,3,3,2,0
1171,M,60,서울특별시,4,2,3,3,3,3,3,3,3,3,3,3,3,1
1172,F,40,대전광역시,2,3,5,4,3,3,4,3,3,3,3,3,3,2
1173,F,60,충청북도,4,2,2,1,1,2,3,4,2,1,3,4,4,0
1174,M,30,경기도,3,1,1,1,4,1,3,1,4,3,3,4,1,1
1175,M,60,대구광역시,3,1,1,1,1,1,1,1,1,1,1,1,1,1
1176,F,50,경기도,4,2,5,4,5,3,5,3,5,5,5,5,3,0
1177,F,40,경기도,2,2,1,3,3,3,5,3,5,4,5,4,3,2
1178,F,60,충청북도,3,4,3,2,4,2,2,3,3,4,4,4,1,1
1179,M,40,서울특별시,3,1,1,1,3,1,4,1,4,4,4,4,2,1
1180,M,50,경기도,1,2,1,1,2,1,1,1,1,1,1,1,1,0
1181,M,40,경기도,2,2,4,4,4,2,4,3,4,4,4,4,1,2
1182,M,60,전라남도,4,3,3,3,3,3,4,4,3,5,4,3,3,1
1183,F,60,경기도,4,2,3,3,3,1,4,3,4,4,4,4,2,0
1184,F,60,충청북도,3,1,3,1,2,1,1,1,1,1,1,1,1,1
1185,F,40,경기도,3,1,1,3,3,1,1,3,4,4,4,4,1,4
1186,F,60,충청북도,3,3,3,3,4,1,3,3,3,2,2,3,3,1
1187,F,60,경상남도,1,3,4,3,4,3,4,3,4,4,4,3,2,0
1188,F,20,서울특별시,1,1,3,1,2,2,4,2,5,5,4,5,1,3
1189,M,60,경기도,1,1,1,1,1,1,3,1,1,1,1,1,1,1
1190,F,50,대구광역시,3,1,1,1,1,1,1,1,1,1,1,1,1,0
1191,F,40,전라남도,3,5,1,5,1,1,2,1,3,3,3,3,1,4
1192,F,60,경기도,2,2,2,3,3,3,3,4,3,3,3,3,4,0
1193,F,20,광주광역시,1,2,4,3,2,1,3,2,4,4,4,4,2,0
1194,F,40,경기도,4,3,3,3,5,2,5,4,5,5,5,5,3,0
1195,M,50,경기도,4,3,3,3,3,3,3,3,3,3,3,3,3,0
1196,F,30,경상남도,1,1,4,4,3,2,3,3,3,3,3,3,3,3
1197,M,60,대전광역시,2,1,4,3,5,3,3,3,4,3,4,5,3,1
1198,F,60,충청북도,2,3,3,3,3,3,3,3,3,3,3,3,2,3
1199,M,40,경상남도,4,2,1,3,4,1,3,1,2,1,1,3,1,2
1200,F,20,경상북도,2,3,3,3,3,3,3,3,3,3,3,3,3,3
1201,F,40,부산광역시,2,1,1,3,3,3,5,3,5,4,3,4,3,2
1202,F,60,제주도,3,2,3,2,2,3,2,4,3,3,4,3,3,1
1203,M,40,인천광역시,3,2,4,3,1,2,3,2,3,3,2,2,1,4
1204,M,40,광주광역시,4,1,2,2,3,2,5,1,4,4,1,1,1,2
1205,F,30,경상북도,1,1,5,3,4,1,4,3,4,3,4,4,1,3
1206,F,50,경기도,4,1,5,4,2,1,3,1,3,3,3,5,1,0
1207,M,30,충청북도,3,3,4,3,3,3,3,3,3,3,3,3,3,1
1208,M,60,서울특별시,4,1,3,1,1,1,4,4,5,4,4,4,2,1
1209,M,30,경상북도,2,1,5,4,5,1,4,2,4,5,1,4,2,2
1210,M,60,경상남도,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1211,M,30,경기도,3,1,1,3,3,1,3,2,5,4,5,3,2,1
1212,F,30,경상남도,1,1,2,3,5,5,4,4,4,4,5,4,3,3
1213,M,20,경기도,4,4,3,4,4,4,4,4,4,4,4,4,4,0
1214,F,50,경기도,3,1,1,3,4,3,3,3,4,3,3,3,3,0
1215,M,60,경기도,4,1,1,1,1,1,2,1,4,1,2,1,1,0
1216,M,60,경기도,4,2,2,2,3,3,4,4,4,4,3,4,3,0
1217,F,20,경상북도,4,2,3,3,4,3,5,3,4,3,3,3,1,0
1218,M,50,경상남도,3,1,3,2,3,1,3,1,3,2,3,3,1,1
1219,F,60,경상북도,2,1,1,1,1,1,1,1,3,1,4,1,1,3
1220,F,60,경기도,2,3,3,3,3,1,3,2,3,3,2,3,1,0
1221,M,40,경기도,3,2,1,2,3,2,2,2,3,3,2,2,2,2
1222,F,20,충청북도,1,1,1,3,3,3,3,3,3,3,3,3,3,0
1223,M,60,경기도,1,4,4,4,4,4,4,4,4,4,4,4,4,1
1224,F,40,경상남도,2,1,2,2,2,1,3,2,3,1,3,3,1,2
1225,F,50,경기도,4,1,1,3,1,3,4,3,3,3,3,3,3,0
1226,M,50,광주광역시,3,2,4,3,4,2,3,3,3,2,3,3,4,1
1227,M,50,경기도,4,1,4,1,3,1,3,1,4,4,4,4,1,0
1228,F,50,경기도,3,1,2,2,2,2,2,2,3,2,2,3,1,0
1229,F,20,대전광역시,4,3,5,3,4,3,4,4,5,5,5,5,3,0
1230,M,50,경상남도,3,3,4,4,3,4,3,4,5,4,4,4,2,1
1231,F,60,경기도,3,2,2,3,3,2,4,3,4,4,4,4,2,0
1232,M,40,서울특별시,4,2,3,3,2,1,3,4,4,4,4,3,2,1
1233,F,60,울산광역시,3,1,1,3,2,2,3,5,4,3,4,4,4,1
1234,M,40,경상남도,3,2,3,2,4,2,4,3,3,3,4,4,2,1
1235,M,60,강원도,2,4,4,3,3,2,3,2,4,3,3,2,1,1
1236,M,50,경기도,4,1,3,3,3,1,5,1,3,4,4,4,3,0
1237,F,30,인천광역시,3,1,2,3,3,1,3,2,3,4,4,3,2,4
1238,F,30,충청남도(세종시 포함),4,2,4,3,3,2,4,2,4,4,4,5,3,0
1239,M,60,광주광역시,2,3,3,3,3,3,3,1,3,3,3,3,1,1
1240,M,20,경상남도,4,2,4,4,2,1,3,2,4,1,4,5,1,0
1241,M,40,광주광역시,2,3,4,3,4,3,4,3,3,3,4,4,2,2
1242,M,50,경기도,4,1,4,1,3,2,3,4,4,4,2,3,1,0
1243,M,50,충청남도(세종시 포함),3,3,3,3,4,3,4,3,4,3,3,4,3,1
1244,M,60,경기도,3,2,2,3,3,3,3,3,3,3,3,3,3,1
1245,F,60,부산광역시,3,2,3,3,4,3,3,3,4,4,3,3,1,1
1246,F,50,서울특별시,4,3,5,3,4,2,2,1,4,4,3,3,1,0
1247,F,50,서울특별시,4,2,3,3,3,3,3,3,3,3,3,3,3,0
1248,F,50,서울특별시,4,2,3,2,5,2,5,4,4,4,4,5,2,0
1249,F,50,서울특별시,2,1,3,3,3,1,3,3,4,4,5,2,1,3
1250,F,50,서울특별시,2,2,2,2,2,2,2,2,2,2,2,2,2,3
1251,F,50,서울특별시,2,3,4,2,1,2,2,3,2,3,4,2,3,3
1252,F,50,서울특별시,3,3,3,3,4,3,3,3,3,3,3,3,3,0
1253,F,50,광주광역시,1,2,2,2,2,1,4,2,4,4,4,4,1,0
1254,F,50,전라남도,3,2,1,3,3,3,3,3,4,4,5,5,3,0
1255,F,50,전라남도,3,4,4,4,4,4,4,4,4,4,4,4,4,0
1256,F,50,경상북도,2,1,4,4,4,2,3,3,4,4,4,4,2,0
1257,F,50,경상북도,3,2,2,3,3,2,3,2,3,3,3,3,3,0
1258,F,50,경상북도,3,3,3,1,3,1,3,1,3,4,4,2,1,0
1259,F,50,경상남도,2,1,5,1,1,1,1,1,1,1,1,1,1,0
1260,F,50,경상남도,3,1,2,2,1,1,1,1,1,2,1,2,1,0
1261,F,50,경상남도,3,1,1,2,1,1,2,2,3,1,1,2,1,0
1262,F,40,서울특별시,2,1,1,3,4,3,3,3,4,4,4,4,3,3
1263,F,40,서울특별시,1,2,1,3,2,2,4,2,5,4,4,3,2,3
1264,F,40,서울특별시,4,1,5,5,2,1,5,1,5,4,3,5,2,0
1265,F,40,서울특별시,2,3,1,2,3,2,2,2,1,5,4,5,2,3
1266,F,40,서울특별시,3,1,2,3,4,1,4,3,4,4,4,5,2,4
1267,F,40,대전광역시,4,1,1,4,2,3,5,2,2,2,3,1,1,0
1268,F,40,대전광역시,2,1,4,1,3,1,3,3,3,3,3,3,1,2
1269,F,40,충청북도,2,3,3,4,4,1,5,3,4,3,4,4,1,2
1270,F,40,전라남도,3,3,3,3,3,3,3,3,4,5,3,4,1,4
1271,F,30,서울특별시,2,3,3,3,3,3,3,3,3,3,3,3,3,3
1272,F,30,서울특별시,3,3,3,2,4,3,4,2,3,3,3,4,3,3
1273,F,30,서울특별시,3,3,4,4,3,2,3,4,4,4,4,4,3,3
1274,F,20,서울특별시,1,2,3,3,4,3,4,3,3,4,4,4,3,3
1275,F,20,서울특별시,1,1,3,3,3,1,3,1,4,1,4,3,1,3
1276,F,20,서울특별시,1,3,4,4,3,2,3,4,4,3,4,3,3,3
1277,F,20,경기도,2,2,5,3,4,4,5,3,4,3,3,4,2,0
1278,F,20,경기도,4,3,4,3,4,2,3,2,3,3,3,2,2,0
1279,F,20,경기도,4,1,2,1,5,1,4,1,4,5,5,4,1,0
1280,F,20,경기도,4,2,4,3,2,2,3,3,4,4,3,3,3,0
1281,F,20,경기도,2,1,2,1,1,1,4,2,2,3,3,4,1,0
1282,F,20,인천광역시,4,3,2,3,4,3,5,4,5,3,3,5,3,0
1283,F,20,인천광역시,4,2,4,3,3,1,4,2,4,3,3,3,3,0
1284,F,20,인천광역시,2,1,5,4,4,2,3,2,3,3,3,5,3,3
1285,M,60,경기도,2,1,1,3,5,1,2,1,2,3,2,3,1,2
1286,M,60,경기도,2,2,2,3,3,4,5,5,5,5,5,3,4,2
1287,M,60,경기도,2,1,4,3,3,2,3,3,3,3,3,3,2,2
1288,M,60,경기도,1,1,1,1,1,1,1,1,1,1,1,4,1,1
1289,M,60,경기도,1,3,3,3,3,2,3,3,3,3,1,3,3,1
1290,M,60,경기도,2,3,3,3,3,4,5,5,4,4,5,4,4,2
1291,M,60,경기도,3,4,4,4,5,2,3,3,3,3,3,3,3,1
1292,M,60,경기도,4,3,4,1,4,3,1,1,1,1,1,1,1,0
1293,M,50,부산광역시,2,3,3,4,3,3,3,4,4,3,3,4,3,2
1294,M,50,부산광역시,2,3,3,4,3,1,3,3,3,3,3,4,1,2
1295,M,40,서울특별시,3,5,5,5,5,5,5,1,5,5,5,5,1,1
1296,M,40,서울특별시,4,3,2,4,4,3,3,3,5,3,2,3,3,1
1297,M,40,서울특별시,2,3,3,3,3,3,3,3,3,3,3,3,3,2
1298,M,40,서울특별시,3,4,4,1,5,1,1,1,1,1,1,1,1,1
1299,M,40,서울특별시,4,3,4,3,4,3,4,4,4,4,4,4,2,1
1300,M,40,서울특별시,3,1,1,1,1,1,1,1,1,1,1,1,1,1
1301,M,40,서울특별시,4,2,3,3,4,3,3,3,3,3,4,3,3,1
1302,M,40,충청남도(세종시 포함),2,2,4,2,2,2,2,2,2,2,3,3,2,2
1303,M,30,서울특별시,2,1,2,2,1,1,1,1,3,3,3,3,1,3
1304,M,30,서울특별시,4,1,4,4,4,1,2,1,3,4,4,5,1,1
1305,M,30,서울특별시,2,3,3,3,4,3,3,3,3,4,3,4,3,3
1306,M,30,서울특별시,4,3,1,4,4,4,4,4,4,4,4,4,4,1
1307,M,30,전라남도,4,3,3,3,3,3,3,3,3,3,3,3,3,0
1308,M,30,전라남도,2,1,2,4,3,2,3,1,4,4,4,3,1,2
1309,M,30,전라남도,2,3,5,3,3,3,5,3,5,5,5,5,3,2
1310,M,20,서울특별시,4,3,5,3,3,3,4,3,4,4,4,3,3,1
1311,M,20,서울특별시,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1312,M,20,서울특별시,4,1,4,2,4,1,3,2,4,4,4,4,1,1
1313,M,20,경상남도,3,4,5,4,4,3,4,3,4,3,3,4,3,1
1314,M,20,경기도,3,3,3,1,3,2,5,2,4,3,3,2,4,1
1315,M,20,전라북도,3,1,4,5,5,3,1,3,1,3,1,5,1,1
1316,M,20,경상북도,4,5,5,2,4,4,2,4,3,2,2,4,2,0
1317,M,20,경기도,4,1,5,5,1,1,3,1,4,2,2,4,2,0
1318,M,20,울산광역시,4,1,4,2,5,5,5,5,4,3,3,2,3,0
1319,M,20,대구광역시,4,3,4,3,3,3,3,3,3,3,3,3,3,0
1320,M,20,대구광역시,3,3,3,5,4,4,5,4,5,3,3,4,3,1
1321,M,20,경기도,4,1,1,1,1,1,1,1,1,1,5,1,1,0
1322,M,20,충청북도,4,1,5,1,1,1,5,4,5,5,5,5,1,0
1323,M,20,경상북도,1,1,5,1,5,2,5,5,5,4,3,5,1,1
1324,M,20,경상북도,3,1,1,2,1,2,3,2,3,3,3,3,2,1
1325,M,20,경기도,2,1,4,3,3,1,3,1,2,2,2,1,1,2
1326,M,20,경기도,1,1,5,4,4,1,1,1,5,3,4,2,1,2
1327,M,20,경기도,4,1,4,2,2,2,5,1,3,5,3,5,2,0
1328,M,30,경기도,4,1,5,1,3,4,1,4,5,5,5,4,4,0
1329,M,20,경상북도,2,1,1,2,3,1,3,2,5,4,5,5,1,2
1330,M,60,서울특별시,3,2,3,3,2,3,4,4,3,3,3,3,2,1
1331,F,60,서울특별시,4,2,3,3,2,3,3,3,3,3,3,3,3,0
1332,F,60,서울특별시,2,2,5,4,2,2,4,3,3,2,4,4,2,3
1333,F,60,서울특별시,3,2,3,3,3,3,3,3,3,3,3,3,2,1
1334,M,60,서울특별시,2,3,5,3,3,3,3,3,4,3,3,3,2,1
1335,M,60,서울특별시,4,2,3,2,5,2,5,2,5,3,3,3,1,1
1336,M,30,경상남도,1,2,4,4,4,2,3,2,3,3,3,4,2,1
1337,F,40,경기도,4,1,3,4,3,1,4,2,5,3,4,4,3,0
1338,F,30,경기도,3,1,4,2,4,1,3,3,5,4,5,4,3,0
1339,M,30,경기도,4,2,1,4,4,3,4,3,3,3,4,4,3,0
1340,F,30,인천광역시,2,3,3,3,4,5,3,3,5,5,5,3,3,3
1341,F,30,부산광역시,3,4,4,2,4,1,3,2,3,3,3,4,2,3
1342,F,30,인천광역시,2,1,4,4,5,4,3,3,3,3,3,5,3,3
1343,F,50,경기도,1,3,4,3,3,3,4,3,4,3,3,4,2,0
1344,M,60,충청북도,3,1,3,1,4,4,3,1,1,3,3,2,1,1
1345,F,50,대구광역시,4,1,1,1,1,1,3,1,3,3,3,3,1,0
1346,F,60,경기도,3,3,3,2,4,3,1,4,2,4,3,2,1,0
1347,F,50,인천광역시,4,2,1,4,4,3,3,2,3,3,3,4,2,0
1348,F,30,경기도,4,1,1,1,1,2,1,1,1,1,1,1,1,0
1349,M,20,경상남도,4,4,5,4,4,4,4,1,4,4,4,4,1,0
1350,M,30,경상북도,2,3,4,3,4,3,4,3,4,3,3,4,3,2
1351,F,30,경상남도,1,1,3,3,1,2,4,3,3,3,3,3,1,3
1352,M,30,인천광역시,2,1,5,1,1,1,1,1,1,1,1,1,1,2
1353,M,50,전라북도,3,3,3,3,4,3,3,3,3,3,4,4,3,1
1354,M,40,경기도,3,2,4,4,4,3,4,3,4,5,4,3,3,2
1355,M,30,경상남도,2,1,1,1,3,3,1,3,1,4,1,1,1,2
1356,F,60,경상남도,4,2,3,1,2,2,2,2,3,4,3,4,2,0
1357,F,20,전라남도,2,3,3,3,3,3,3,3,3,3,3,3,2,3
1358,M,40,부산광역시,3,1,5,5,5,1,5,1,5,1,5,5,1,1
1359,M,30,경기도,2,1,5,3,1,1,4,1,4,4,2,4,1,2
1360,M,40,인천광역시,3,2,4,4,4,3,4,3,3,3,3,4,3,4
1361,M,20,경기도,4,3,2,2,2,2,3,4,3,3,2,4,3,0
1362,M,50,경기도,2,2,2,3,2,1,1,1,1,1,1,1,1,2
1363,M,40,부산광역시,2,1,1,1,3,1,2,1,2,2,2,2,1,2
1364,F,60,서울특별시,4,3,5,4,4,3,4,3,4,4,4,3,3,0
1365,M,20,경기도,2,3,3,2,3,2,4,3,4,2,4,4,2,2
1366,M,30,충청북도,2,3,3,3,1,4,3,3,3,3,3,2,3,2
1367,M,60,강원도,2,1,1,2,2,2,3,3,4,4,4,4,2,1
1368,F,60,경상북도,3,1,5,1,1,1,3,1,3,1,3,4,1,1
1369,F,60,경기도,3,3,3,3,3,3,3,3,3,5,3,3,3,0
1370,M,50,경기도,3,1,1,5,3,1,5,1,3,5,1,5,1,0
1371,M,60,전라북도,1,1,1,1,1,1,1,1,1,1,4,1,1,1
1372,F,40,경기도,3,3,4,4,3,2,4,4,4,3,3,4,2,4
1373,M,60,서울특별시,4,3,3,3,3,3,3,3,4,4,4,4,3,1
1374,M,50,경상남도,3,2,2,4,3,3,4,4,4,3,4,2,4,1
